2 ACTION EYESCLOSED,2 ACTION OBSERVE,2 ACTION GRIP,2 ACTION MOVEMENT,2 ACTION RELEASE,2 GESTURE EYESCLOSED,2 GESTURE PLANNING,2 GESTURE GRIP,2 GESTURE MOVEMENT OPEN,2 GESTURE RELEASE,5 ACTION EYESCLOSED,5 ACTION OBSERVE,5 ACTION GRIP,5 ACTION MOVEMENT,5 ACTION RELEASE,5 GESTURE EYESCLOSED,5 GESTURE PLANNING,5 GESTURE GRIP,5 GESTURE MOVEMENT OPEN,5 GESTURE RELEASE,3 ACTION EYESCLOSED,3 ACTION OBSERVE,3 ACTION GRIP,3 ACTION MOVEMENT,3 ACTION RELEASE,3 GESTURE EYESCLOSED,3 GESTURE PLANNING,3 GESTURE GRIP,3 GESTURE MOVEMENT OPEN,3 GESTURE RELEASE,7 ACTION EYESCLOSED,7 ACTION OBSERVE,7 ACTION GRIP,7 ACTION MOVEMENT,7 ACTION RELEASE,7 GESTURE EYESCLOSED,7 GESTURE PLANNING,7 GESTURE GRIP,7 GESTURE MOVEMENT OPEN,7 GESTURE RELEASE,10 ACTION EYESCLOSED,10 ACTION OBSERVE,10 ACTION GRIP,10 ACTION MOVEMENT,10 ACTION RELEASE,10 GESTURE EYESCLOSED,10 GESTURE PLANNING,10 GESTURE GRIP,10 GESTURE MOVEMENT OPEN,10 GESTURE RELEASE
23.6968223183169,23.583850497627,27.3975931791969,71.8021506957808,69.6520529977024,24.6952860392205,24.6141983404022,30.7618509708962,76.7372547060107,84.9668286990603,24.4562824981217,24.0827293546543,34.6051512569866,91.8620372087913,90.9378976843385,24.3125572833784,23.7661224527598,24.3046431575265,90.7138928734482,77.7026763408972,22.9025439004187,23.3724826257964,25.3162101067412,71.3344466951961,80.0652559172454,24.6659593484493,24.2306921947731,39.6895156209803,67.4666392585657,65.4702336235674,23.0509414824614,22.8710803701622,25.9974818517497,109.55124116369,105.152270390359,24.1753536524351,24.0740565630548,37.4349411030272,77.0401698358291,71.130283174674,23.9909295154853,25.4978667744288,27.6743172020616,128.091902969398,123.550855745894,25.7364756633441,25.2995739754652,25.3306675653114,100.674988187358,66.3075398316191
23.6978385852208,23.5871969269367,27.7236197770587,71.7873457605551,69.8031885150215,24.6962822255076,24.6143005623241,31.4626444458371,76.6340296560958,84.8286267494504,24.4413796249188,24.0819589343722,35.8045969584371,91.871251801518,91.7342252092099,24.2911722537105,23.7691296944895,24.7452589129244,90.6231374367134,77.3946012702712,22.9030565852049,23.3740963567397,25.6281532705987,71.3850889769493,80.6386480941291,24.6407493916249,24.2351983209816,41.6901803985776,67.7123402716564,64.9757235256083,23.0499474921687,22.8794683880252,26.4389193006646,109.510935525206,105.023227741354,24.1756971515176,24.0711268522487,39.5843302935049,76.9103524500761,70.967075879196,23.981083926636,25.4967258736321,28.4137688498855,128.701369716736,123.520010364873,25.743544441488,25.3048412937565,25.3379577237715,100.726877810081,66.3017842661307
23.7070373877122,23.5880014350108,28.1362728337898,71.7542120501741,69.9695209142869,24.6945478316613,24.6103736437497,32.220855765159,76.5206327424418,84.7288501590664,24.4388507294775,24.0827764492841,37.1104211452083,91.8595177912503,92.5639516124291,24.2640067339262,23.7684177613982,25.3435520026072,90.5281088991719,77.0260436453925,22.9025454807195,23.3715428530828,25.9675253542877,71.4299809201804,81.2096672214838,24.626219990868,24.2391745488882,43.6503682704736,67.9021974834438,64.3893752868924,23.0500802739042,22.8877186485782,26.8594257194698,109.474121029419,104.88280270169,24.1746889199683,24.0705403350103,42.0801009531423,76.7284150667762,70.7083228753564,23.9700761856802,25.4937716412387,29.2708514905826,129.284444641231,123.481132443082,25.7535427157638,25.3054058802399,25.4827988604724,100.777229771661,66.3362614383258
23.7201398331086,23.5827852713262,28.6281906566085,71.7119719344052,70.1502258711763,24.6948145634296,24.607957456517,33.041791842056,76.4196195138052,84.6721752895068,24.4326289645881,24.0812937913187,38.4373148974217,91.8646228854407,93.3724057505487,24.2413030962864,23.7672941313012,26.0625493934972,90.4233182151606,76.6080095367165,22.9064807610545,23.3713626259108,26.3633178421688,71.5023656585354,81.7855682267272,24.6180953843757,24.2419914069765,45.5800610697111,68.0016032385236,63.5933148931333,23.0538378061899,22.8856268664411,27.398230235501,109.454658194477,104.748957008302,24.1726043380286,24.0718808522026,44.6989819593698,76.5279037951581,70.3859750675582,23.9604758144992,25.4922899428923,30.2055643225955,129.83230406783,123.423958036302,25.7681172388691,25.3020512187413,25.7542960662643,100.844593730235,66.3913841048551
23.7245951518707,23.5805020909606,29.22828686331,71.6497686929073,70.3767134764042,24.6945302636186,24.6059262701167,33.9443875376481,76.3185789407036,84.6355221533945,24.4264770765979,24.0821079906687,39.590546774114,91.8303786476321,94.1079750556667,24.2265273482115,23.7648065512118,26.9058476827538,90.3126078396327,76.2930080433213,22.9060379673882,23.3701166665486,26.820042355955,71.5876708937943,82.3670628455868,24.6195964621231,24.2428100166188,47.6420307492014,68.0082467822318,62.7029101405517,23.0503915984803,22.8813100812926,27.956846037131,109.454312264364,104.633451728606,24.1692862498596,24.0755973127431,47.4403570275232,76.3200044179195,69.9994304607058,23.9509881657643,25.4937798968072,31.1839104151525,130.343711178121,123.365567410712,25.7724571060709,25.3011174012285,26.1385766727127,100.884981746706,66.398820081309
23.723073231743,23.5820047512237,29.9450152793741,71.5919649160924,70.6134198523972,24.6965857598364,24.605230112568,34.912758588757,76.2189370441529,84.6061341922322,24.426707190343,24.0849691578845,40.7822615025367,91.7956088293668,94.7604844794094,24.2311910631868,23.7652490714177,27.8070473824302,90.1908522589789,75.7569603351952,22.9078753279471,23.3723112257133,27.3450141749521,71.6987823169787,82.9504020944657,24.6282835852068,24.2428330788991,49.6337101733723,68.0611624353136,61.727134772587,23.049790088938,22.8791325710367,28.5736023688983,109.469277388088,104.525888443277,24.1630566094292,24.0789034609503,50.3575724829941,76.1358718080597,69.5548752801883,23.9437711740089,25.4931760912523,32.193389622833,130.798980152422,123.332264715908,25.7773081296956,25.2998951408582,26.6230859979999,100.840500880895,66.4224239354008
23.7249815083257,23.5783553610618,30.7397097312793,71.5274446181693,70.9079294172692,24.7007486652429,24.6030013176525,35.9716902848297,76.1228737750266,84.6005730896123,24.4177502670391,24.0865274631348,41.9272607648488,91.734153475867,95.3686976204199,24.2310884605526,23.763944316857,28.7893396895155,90.0807998401599,75.1109623164551,22.9072930849126,23.3714348003973,27.9619246990356,71.8030303487357,83.511723239992,24.6185141627241,24.2456898238232,51.6433710880379,68.1031310883633,60.55452741423,23.0446747635861,22.8781872038964,29.3066394363696,109.508508927498,104.435413275407,24.1639179640295,24.0793079504814,53.1500512127332,75.9520909216638,69.0604392417659,23.9343118105935,25.4916486396917,33.1535426691272,131.201866367941,123.279430025924,25.764751214219,25.3007899030182,27.1539476512589,100.77123521306,66.3803812182612
23.7197966397592,23.5754529576355,31.5478769359039,71.463916568778,71.2803758702543,24.7026189534051,24.5996007048331,37.1683297750963,76.0416757406092,84.5919931788404,24.4145740855291,24.0885158791685,42.9882636166492,91.7186524955137,95.9454572300007,24.2459999461786,23.7716580899128,29.8644977555874,89.9988896364377,74.3355767347957,22.9111028719708,23.3704555811529,28.6390465844549,71.8798372409761,84.056169495,24.6371659051507,24.2472896383122,53.6339906429928,68.1312936940851,59.4209459897681,23.0436152386913,22.8744422700012,29.9645797380519,109.565801233888,104.368465430481,24.1598431884839,24.0806754952995,55.9287390873616,75.8003563475391,68.3963773126076,23.9258397389573,25.4895114285439,34.071475317679,131.534878966876,123.286328372774,25.7672066857978,25.304652243662,27.7046304325788,100.659918996327,66.2443101251957
23.7141270368077,23.5750646457002,32.378627067383,71.3850769887075,71.732158674512,24.7050504547287,24.598588130156,38.4189223252781,75.9659847067366,84.576347413749,24.4000923149682,24.0862476560115,43.8600578721884,91.6787786884553,96.5488984419851,24.2433195058831,23.772456105735,31.0679634362189,89.9486524275329,73.3970639802136,22.9141632910685,23.3706450313729,29.3434525076285,71.959933730087,84.6356230469324,24.6546926664595,24.24889667082,55.4804309496604,68.1524257529779,58.3515809459371,23.0377001146423,22.8685538454561,30.5997120242046,109.645954801214,104.343907344863,24.1610825007404,24.0836471136136,58.8063705713224,75.6724616279265,67.9543572405436,23.9239376927887,25.4867315145559,34.9583956117879,131.826987882445,123.372492120124,25.7621808341934,25.308640920688,28.2525846094445,100.523330409478,66.0484363094528
23.707692008462,23.5765826322412,33.1602427212361,71.3266373287905,72.2226623714938,24.7072324165359,24.6006440691981,39.7526365916166,75.8979066109844,84.540656610655,24.396755099605,24.0836887231363,44.958814886201,91.6833092270646,97.2002452461337,24.2386815088905,23.7717273780361,32.3490085193217,89.9235924197456,72.3101540859365,22.9176592781758,23.3724131312955,30.0460262204211,72.0641400919915,85.2042582996094,24.6458934898096,24.2490369191377,57.1367262908664,68.1231151722442,57.1393002227222,23.0303995062486,22.8647761122981,31.224963361397,109.743675543813,104.325919878772,24.1654384650729,24.0830820351578,61.469522216754,75.5660531032137,67.3774573363272,23.9161990228342,25.4862333603038,35.7743102102262,132.127516747939,123.612353471024,25.7561088251642,25.3073182391037,28.7668156189514,100.362781184177,65.8692638113833
