2 ACTION EYESCLOSED,2 ACTION OBSERVE,2 ACTION GRIP,2 ACTION MOVEMENT,2 ACTION RELEASE,2 GESTURE EYESCLOSED,2 GESTURE PLANNING,2 GESTURE GRIP,2 GESTURE MOVEMENT OPEN,2 GESTURE RELEASE,5 ACTION EYESCLOSED,5 ACTION OBSERVE,5 ACTION GRIP,5 ACTION MOVEMENT,5 ACTION RELEASE,5 GESTURE EYESCLOSED,5 GESTURE PLANNING,5 GESTURE GRIP,5 GESTURE MOVEMENT OPEN,5 GESTURE RELEASE,3 ACTION EYESCLOSED,3 ACTION OBSERVE,3 ACTION GRIP,3 ACTION MOVEMENT,3 ACTION RELEASE,3 GESTURE EYESCLOSED,3 GESTURE PLANNING,3 GESTURE GRIP,3 GESTURE MOVEMENT OPEN,3 GESTURE RELEASE,7 ACTION EYESCLOSED,7 ACTION OBSERVE,7 ACTION GRIP,7 ACTION MOVEMENT,7 ACTION RELEASE,7 GESTURE EYESCLOSED,7 GESTURE PLANNING,7 GESTURE GRIP,7 GESTURE MOVEMENT OPEN,7 GESTURE RELEASE,10 ACTION EYESCLOSED,10 ACTION OBSERVE,10 ACTION GRIP,10 ACTION MOVEMENT,10 ACTION RELEASE,10 GESTURE EYESCLOSED,10 GESTURE PLANNING,10 GESTURE GRIP,10 GESTURE MOVEMENT OPEN,10 GESTURE RELEASE
23.7008856465575,23.5769177240402,33.886841470001,71.2648338215352,72.7171497577989,24.7078822055288,24.5987192805376,41.1363102417111,75.823178037839,84.4869027074857,24.4018518354851,24.0836220610603,46.1877080503257,91.6617104081356,97.8371698267796,24.2348966171205,23.7685834534009,33.7336183827008,89.920633982961,71.0528348431597,22.9230485091783,23.3684047214638,30.6885011238302,72.0720944728762,85.7221203264426,24.6532969326668,24.2491481094106,58.5251636665965,67.9938806869751,56.1449313290375,23.0281594604285,22.8665460361633,31.8213365554801,109.852262729736,104.33442168258,24.1668517159017,24.079535124786,63.9750959600596,75.4611822366243,66.7249708949616,23.9125078801786,25.4881223627101,36.6132420322351,132.387379724082,123.956807321708,25.7554534678128,25.3076930982981,29.214778515738,100.171971827038,65.6356599468314
23.683613525722,23.5745244675316,34.5841743812022,71.2111717183947,73.2255894726153,24.7071301090101,24.5989382109861,42.5026146299123,75.7419825558632,84.4229107020176,24.4144021024737,24.0825696601749,47.4153155687545,91.633890368801,98.5089234547295,24.2275685717208,23.7632381317326,35.271933211017,89.9218877151616,69.6955668878924,22.9252546672112,23.3644427428242,31.272488497118,72.0706643770311,86.1702322950606,24.6544106314678,24.250646007038,59.575774190366,67.8117209535463,55.1100151950816,23.0315365190466,22.8600020377218,32.5682991498097,109.955064829537,104.374679874431,24.1692568453881,24.0765672250091,66.5104768912541,75.356065758755,65.8582519065831,23.9093138226735,25.4878941520613,37.4469368806247,132.625753868315,124.44788760647,25.7497790181016,25.3119495576739,29.5883838103177,99.9806607603724,65.4487416543388
23.6681551691161,23.5748308430111,35.2162461489355,71.1737370176929,73.7457101101048,24.7073429839135,24.5997056086029,43.8124035042719,75.6412671430154,84.3565527476007,24.4201342743598,24.0819520782476,48.7807145015568,91.6406899103976,99.1938677449556,24.2232894688452,23.7590880146801,36.9385563446364,89.9104256820664,68.2253680011078,22.9265914511856,23.3612826696699,31.784130560255,72.0640185753633,86.5233867999283,24.64397156006,24.2486735049165,60.2770503042166,67.5963266071737,54.1539526824022,23.0310029552173,22.8607990429492,33.3431890587162,110.062791672099,104.417156352355,24.1730926435579,24.0713340042749,69.1701372930092,75.2493722418054,64.8802721244768,23.9011980719377,25.4858955917879,38.1907832904771,132.844661995928,125.027015406405,25.7516706533449,25.3145072052989,29.9250737931646,99.7941348196645,65.3209677806671
23.6486454643034,23.5795473781383,35.9271548560073,71.167817811023,74.2740442260132,24.7076383365102,24.6014732885537,45.040454321125,75.5298171351405,84.2729763944169,24.4278890447517,24.079620073926,50.0802447302648,91.627176352676,99.8510871448602,24.2252202441775,23.759976010025,38.6623162211698,89.8729642151243,66.7126805166446,22.9270859742694,23.3602532165101,32.311315856865,72.034920926558,86.7547294747685,24.6386978001344,24.2487627223581,60.564465847765,67.3495408614508,53.3507898924079,23.0335815425095,22.8600560601134,34.1489665849983,110.179319349929,104.465026589952,24.1757706189359,24.0647692248958,71.8813633358417,75.1356122586296,63.8658683453566,23.8955736767664,25.485617866809,38.9582704636015,133.035107499305,125.655090452607,25.7406578403251,25.3177590062953,30.2387880626063,99.6163113140324,65.2250320134078
23.6388649767447,23.5827504200162,36.694747806471,71.1535672426666,74.74119031829,24.707792633314,24.5981237231113,46.2356946964477,75.4121050577563,84.1932703009532,24.4318273162568,24.0786526455587,51.4795133882295,91.613849172967,100.422524511778,24.2190785385807,23.7584445194023,40.4757298094205,89.8180251727293,65.1771087106811,22.9287556704972,23.3594819699766,32.8760478793891,72.0297511118711,86.8977749288554,24.6289540586856,24.2475666661908,60.533251536242,67.0761519119384,52.2764396543347,23.0361688221702,22.8654596582479,34.8291576226329,110.309078467261,104.513675922354,24.1769611525313,24.0602525162144,74.8131646374954,74.8780972782564,62.7145438962007,23.8913728214244,25.4832207791463,39.7611495559953,133.185246752921,126.261448144036,25.734626583265,25.3154841368708,30.5830742530623,99.4689266261157,65.0787113427955
23.6454834310341,23.5774632248505,37.5454559746904,71.1489613369613,75.1631372660809,24.7112379011814,24.5963289733573,47.4861330393343,75.3002826857954,84.1087982578534,24.4395064529767,24.0766527580433,52.8956517214488,91.6782659583387,100.915411881724,24.2133030356254,23.7578335383795,42.2962041209938,89.7428595416245,63.7275040900088,22.9333484050449,23.3583466092291,33.5269855447155,72.0694588196905,86.8989838324255,24.6164975272921,24.2482026141874,60.3703469207089,66.8009410485645,50.9495038702779,23.0404358700105,22.8613845685648,35.6256910967254,110.437345818371,104.574407243553,24.1753391275339,24.0572902923669,77.6042578947098,74.4223470941029,61.55487949523,23.8874161780465,25.4834774532004,40.4982359203275,133.289600360556,126.811823156399,25.7264331025494,25.3143176894396,30.9409952305709,99.3586940982423,64.9920690220705
23.6561754726175,23.576373595853,38.451399154027,71.1434783141972,75.5402582761245,24.7103735518616,24.5980942831351,48.669752105847,75.1885493334085,84.0192023277039,24.4305127799353,24.0748917223951,54.0769144464435,91.691315837923,101.282984483126,24.2221687275499,23.7577329111126,44.081520779009,89.6515532075013,62.4654939339711,22.9310771705399,23.3607263253003,34.2425080835486,72.1869100186166,86.8488058727336,24.6050375343548,24.2455223204292,60.020094972699,66.5610757381948,49.7982445773571,23.0452166905781,22.8570084036956,36.4247725500007,110.567011638326,104.63546465675,24.1741537368547,24.0554918520844,80.3828005207222,73.7293399442907,60.4267949774833,23.8849514172594,25.4845444438559,41.337808377868,133.347648015744,127.283865189599,25.7082747331386,25.3112332834619,31.3390868173989,99.2713626296249,64.9341975869739
23.6758771418381,23.5755362902709,39.5376395152714,71.1519017687922,75.8363015626681,24.7115481991135,24.6018754572056,49.8090296176607,75.0807566828662,83.9022603699165,24.4221410400059,24.0783209119045,55.3165411816502,91.6905600358268,101.523901453233,24.2361194453263,23.7609055166443,45.7909405003118,89.5536642058997,61.1168358359984,22.9326361856537,23.3645908243056,35.0329197085822,72.3910009441197,86.7744771055849,24.6016289856354,24.2456016526838,59.6930742519267,66.3574973529841,48.7494563971175,23.0482962114264,22.8578423059974,37.1789576243211,110.685702616494,104.710831872935,24.170144165467,24.055325974879,83.2756988614938,72.782042948634,59.3438394151425,23.8904489559769,25.4836817534442,42.2824857471456,133.333103589367,127.659326721054,25.6871056224124,25.3089922579005,31.7906350348994,99.1907205443906,64.941261270315
23.7092998867215,23.5757270940115,40.7248960379744,71.1653604566074,76.1359663879598,24.711704121837,24.6012372852336,50.7907931639897,74.985481048793,83.7752705500713,24.4146966690211,24.0810165381921,56.4975815184754,91.784193447772,101.587626232855,24.2384043064949,23.7614686198566,47.5006741871381,89.461304689844,60.0059007917826,22.9305129954464,23.3706720625559,35.9247164125409,72.7086062311769,86.6462175634738,24.5845645306023,24.2482605725819,59.3250734252122,66.2134036791413,47.5855506994692,23.0460050939678,22.860793998502,38.3001980729617,110.799679225449,104.799243158482,24.1685492302701,24.0553117388534,85.7926274115459,71.6094909671241,58.1877667846441,23.8951737922327,25.4826270448017,43.15906547624,133.26761493497,127.910687836632,25.6637438754525,25.3071703585199,32.2904052819526,99.1243927117097,64.9246460241247
23.7446431592249,23.5783997954782,41.9913604256032,71.1914550594552,76.3931484913092,24.7079455380142,24.5997374182369,51.6039917600751,74.9231248348498,83.7008047351038,24.4105765031568,24.0825083568611,57.3000748185347,91.8244539732688,101.508121314636,24.2415349658372,23.7658749148658,49.120058468009,89.3842729842776,59.1537449927237,22.9325875819438,23.3743259890964,36.8524486935625,72.9152437221484,86.5817391391639,24.5974216299934,24.2483975040157,59.168698225297,66.0951361128164,46.7590652996176,23.0479286900586,22.8616867096993,39.3033861182721,110.902687011526,104.930164376618,24.1616481808228,24.0591325911596,88.1751464538943,70.3394357029016,57.4003619518849,23.9037740064767,25.4819466544663,43.9049442232606,133.143647912109,128.114651119748,25.653146648988,25.3070500958806,32.8208094791488,99.0611540214054,64.8063074339866
23.7822075979204,23.578685392652,43.3656401035202,71.2150860483256,76.5956198078868,24.7030850152129,24.5978599886359,52.2717861424801,74.8684423438201,83.6351474348669,24.3937338086247,24.0823184998865,58.3318380982294,91.8016064011587,101.225359176071,24.2430402048426,23.7661136481935,50.7674628307749,89.3157118245172,58.5431964030789,22.9358894238196,23.3804496965013,37.7803603156267,73.1979984909312,86.7522941223939,24.6002939320679,24.2463286485203,59.0036266823055,66.0206869942838,46.0915525536643,23.0488506886709,22.8662227829729,40.4579288565865,110.992141778042,105.088329842975,24.1617378800164,24.0604162228762,90.4809646652512,69.0364702133528,56.6596237798098,23.9177740227734,25.4796038411839,44.8750896466832,132.976800921327,128.317892215086,25.6355421346611,25.3069394618668,33.3597656631379,98.980031892159,64.5822687503466
23.789958848256,23.5792822733617,44.6847825720901,71.2670172982572,76.7549596313382,24.6996268715055,24.5962657128961,52.8710818511905,74.8096975323402,83.4493755531024,24.3928914629414,24.0842228951311,59.4119446799655,91.8527610428409,100.627388726328,24.2458579157919,23.7699122687187,52.3559010174779,89.2571650242246,58.105356079952,22.9367453457983,23.3842254654614,38.6671873792758,73.4809653529882,86.9771275980158,24.5918408227388,24.2455441657893,58.9498568880665,65.9746914645004,45.3433099119754,23.0466008335001,22.8693882668697,41.9015337092879,111.078812832477,105.275063045624,24.1611861121571,24.060358342168,92.2688149632278,67.8096767620045,55.6771949084996,23.9280771623122,25.4814732672521,45.4834637077062,132.699850673288,128.551478598067,25.6185703868226,25.3079467556636,33.8856809488183,98.869888448089,64.2789100664075
23.7975351247272,23.5768464211523,45.9680344719607,71.3322496537062,76.8482020518705,24.6959907135391,24.5923054662453,53.3679725402531,74.7267043057288,83.0456662345111,24.3966128108837,24.084732853816,60.3058833692722,91.81024644577,99.7226993924747,24.2483130094122,23.7686060940091,53.8571137222585,89.2178178394488,57.8893618841781,22.9396553546928,23.3867649734057,39.3737979629097,73.6836681285016,87.2969147967825,24.5957750042476,24.2476398948451,58.8657937518158,65.9380503422294,45.1867493557597,23.0464527226396,22.8747701981026,43.6482040728018,111.151765037461,105.503886271854,24.15796781008,24.0606725220764,93.710515264978,66.7477306242304,54.5851406582787,23.9368191352868,25.4781170574779,46.247646553391,132.357505680071,128.843975603324,25.6079671291011,25.307808159742,34.3816980562881,98.7252167272393,63.8210724858679
23.789244254993,23.5761827148652,47.3028795663073,71.3895028569218,76.8979099438237,24.6937962880288,24.5951178799243,53.8301687315579,74.6225234996915,82.3504103629776,24.3981633897366,24.0844095784287,61.3256498530654,91.753842479495,98.5555191653393,24.2538316276527,23.765122453862,55.418229735204,89.1816893999228,57.799936381271,22.9410151413244,23.3860898984766,40.0649355173202,73.8922400386692,87.6956546614796,24.5808646994255,24.2491597425625,58.8016534207729,65.9095289244221,45.0356337867203,23.0429457692721,22.8698675133493,45.8787362202254,111.208596531809,105.777160481004,24.1559998218674,24.0630551820439,95.0340558503578,65.87582138386,53.2749033298988,23.9394398335127,25.4767865556419,47.0266391219658,131.945031792967,129.195022738972,25.5979228189258,25.3149826314715,34.8628525743907,98.5421410412549,63.3163449829745
23.7422280307071,23.5797344121524,48.3547765714784,71.445960000668,76.9337940764813,24.6896877623874,24.6001764206937,54.3031345596197,74.4998108276398,81.3519019936509,24.392524615795,24.0834300005725,62.597927156938,91.7498953272666,97.0931072359677,24.2548450304457,23.7655147709837,56.9532454481363,89.134412289123,57.7667635663779,22.9386259667523,23.3865968972525,40.627405624949,74.0315771842007,87.8716000055284,24.5492821217259,24.2472398208361,58.9605574842615,65.8806038530044,44.7840537024757,23.0331005210719,22.8695742704864,48.47622745504,111.280039575595,106.079110829208,24.1528587808945,24.0627566278296,96.0262496075396,65.2623040859313,51.9586339005428,23.943681438667,25.4741835297119,47.7358619277961,131.470181226627,129.581956203814,25.5887759993508,25.3200710333701,35.3547751903136,98.3417211979097,62.7077485984057
23.7025944721161,23.5863679639629,49.2486119718894,71.4801378809366,76.9639564819488,24.684825576405,24.6029202245802,54.7770056338832,74.3740303954119,80.1113605713867,24.3940582077166,24.0806645244126,63.7371347041516,91.6520577511785,95.3968433942768,24.2626222118578,23.7700253856061,58.404512228944,89.0680824549597,57.8833995711997,22.9371345334546,23.3880198075191,41.1830073475165,74.085146087566,87.9027561799029,24.5258345795623,24.2489468857151,59.0838538904679,65.8330298067181,44.7851557214996,23.0240299211187,22.868447527938,51.0905465487574,111.347027230021,106.420620342113,24.1519872998465,24.0625519927389,96.7540465824077,64.8701363770635,50.714371325544,23.9533014174935,25.4742647140232,48.571022841433,130.976490515814,130.003184777302,25.5843383941325,25.3260638347781,35.8701544903038,98.1309933712742,61.9041408989963
23.667404916081,23.5883536862349,50.0191233064183,71.5326532942977,76.9504598156626,24.6840128178662,24.6027401919857,55.4242082989081,74.2444718502907,78.692509257437,24.3952211182837,24.0792912883544,64.8297412874658,91.5369113837288,93.4808232244969,24.2600608342377,23.7747373161943,60.001260575473,88.9805938548044,58.0815982300618,22.9358328420201,23.3860368600675,41.6644713569374,74.1516232180117,87.7630297555987,24.4872486452267,24.2519773332374,59.3787305228654,65.7713133251832,44.6009034530582,23.0194034279653,22.871298047646,53.5214165248297,111.40409497536,106.771698284364,24.1506708383366,24.0633603137328,97.3517412247854,64.5798534065752,49.4116096125859,23.9570905632538,25.4722371752686,49.5052734561537,130.492324037476,130.44513360893,25.5794554215101,25.3296368565956,36.3896887661051,97.8969013473878,60.9685303005772
23.6306598104007,23.5888320654851,50.7029932946184,71.5859124658205,76.9032441071381,24.682716630822,24.6039150177635,56.2774273043742,74.1330647044096,77.2122290976415,24.3975552378003,24.0786456327079,65.9564468684573,91.5002230117853,91.4196478504972,24.2525503152697,23.777810369343,61.4761363605635,88.8603532376387,58.4886661667776,22.9348096368755,23.3854175947151,42.1206912410721,74.147806952747,87.3388030644999,24.4466286496246,24.2572858770708,59.9351288803923,65.6924613724096,44.2650358329709,23.0162482601548,22.8657686953634,56.1300913176208,111.4540076479,107.124463932822,24.1491587341164,24.0623340716001,97.6005999603673,64.3233806996345,48.2968851330352,23.9604551402738,25.468582091309,50.4205938756297,130.034360487437,130.880458130156,25.5709485493111,25.3311320255436,36.9699349592343,97.6578104638242,60.027945479562
23.5946223057909,23.5901098052075,51.3206646353477,71.6141887532639,76.83482824824,24.6812104424463,24.6039493148463,57.1494304929317,74.0417478450487,75.6974298184562,24.3908078592624,24.074456683591,66.7930345467879,91.3898618230614,89.1926736225768,24.2525023949782,23.7815980687829,62.8155545099807,88.7144953676009,58.6074906245513,22.92995407848,23.3875605789743,42.5132035590523,74.1399915428951,86.6226513006415,24.4213531233343,24.2587644650526,60.3773662836969,65.6024827723843,44.1829693930465,23.010849822401,22.8643166436175,58.6606703335183,111.486603737035,107.440368632141,24.1474482738168,24.0623981596062,97.842922335143,64.0769356491752,47.3810937047255,23.9663076376126,25.468982793727,51.7236464069129,129.629365763191,131.321766972013,25.5640547000532,25.3296868218469,37.5964114843439,97.4251547086585,59.0713801183188
23.574792266853,23.5901591088022,52.1262069749505,71.6266084873771,76.7451823103945,24.6811994338036,24.6023740097508,58.3850447974098,73.9664495556107,74.2329039650022,24.386880733679,24.0747571088515,67.6431260548077,91.3089250871552,86.8927717400167,24.2471078815917,23.7862752246621,64.2266780820715,88.5481644558704,58.7202101998154,22.9299908363651,23.3867333735294,42.8491180789172,74.1686190094804,85.6364840892463,24.4140007239682,24.2605902391185,61.3266464993735,65.5039961446441,44.1073909032953,23.0077619611375,22.8659654570298,60.9005919304499,111.502750474334,107.722795886142,24.1478941333282,24.0635204228864,98.2113813328382,63.7495741036901,46.6038683437936,23.9764074685765,25.4703640416978,53.4574225144955,129.285468596099,131.775697395378,25.5555130335153,25.3244477711739,38.195731653501,97.1974388872183,58.1381256899616
23.5598476501216,23.5955837331283,53.0171025308793,71.6170826257683,76.5762039062726,24.677198144772,24.6023709081033,59.3571556863153,73.9136302901572,72.8468584716638,24.3886501598213,24.0751471335933,68.4429759038973,91.3054390693282,84.5381899531122,24.2343805445575,23.787244260888,65.5735643584815,88.3778073791752,58.8118530517669,22.9270253125683,23.3897294952051,43.223903832008,74.201650244835,84.389638555949,24.3987505873195,24.2635291821643,62.1836481649927,65.4035604075358,43.7409585078958,23.0082790781001,22.8735144601449,63.418611381205,111.514856073844,107.974101309297,24.1451984615219,24.064229787247,98.3959837211743,63.3453060123839,46.0627663686262,23.9814835827643,25.4715139682437,55.0917436868801,129.046615712169,132.225279728136,25.5467076895888,25.3183215522888,38.8684776435669,96.979678761328,57.2461328300981
23.5675279938857,23.6025547254756,54.121236003343,71.6231276307584,76.3813325743933,24.6728594068626,24.601493298911,60.3150223104008,73.8905518697372,71.6273033288685,24.3895051864952,24.0752366236992,69.0755612381855,91.243353890725,82.2750885181,24.2321796885603,23.787017990246,66.7186880045112,88.2183468773082,58.9474619465491,22.9313510511413,23.389925421008,43.5819238870053,74.1933838361545,83.0562089532409,24.4084290596464,24.2659159220471,63.1610860824614,65.2989555835778,43.5019580245769,23.0108148686555,22.8715384017764,65.7149663027553,111.52709181327,108.193576694959,24.1459851948971,24.064258336446,98.6518053835911,62.8900034859688,45.8617751742549,23.9851071961015,25.4676743926624,57.0019213139894,128.901588871914,132.677341161821,25.5376387302522,25.313503507865,39.5548198244137,96.7721407254598,56.4209341769756
