1 ACTION EYESCLOSED,1 ACTION OBSERVE,1 ACTION GRIP,1 ACTION MOVEMENT,1 ACTION RELEASE,1 GESTURE EYESCLOSED,1 GESTURE PLANNING,1 GESTURE GRIP,1 GESTURE MOVEMENT OPEN,1 GESTURE RELEASE,11 ACTION EYESCLOSED,11 ACTION OBSERVE,11 ACTION GRIP,11 ACTION MOVEMENT,11 ACTION RELEASE,11 GESTURE EYESCLOSED,11 GESTURE PLANNING,11 GESTURE GRIP,11 GESTURE MOVEMENT OPEN,11 GESTURE RELEASE,3 ACTION EYESCLOSED,3 ACTION OBSERVE,3 ACTION GRIP,3 ACTION MOVEMENT,3 ACTION RELEASE,3 GESTURE EYESCLOSED,3 GESTURE PLANNING,3 GESTURE GRIP,3 GESTURE MOVEMENT OPEN,3 GESTURE RELEASE,12 ACTION EYESCLOSED,12 ACTION OBSERVE,12 ACTION GRIP,12 ACTION MOVEMENT,12 ACTION RELEASE,12 GESTURE EYESCLOSED,12 GESTURE PLANNING,12 GESTURE GRIP,12 GESTURE MOVEMENT OPEN,12 GESTURE RELEASE,7 ACTION EYESCLOSED,7 ACTION OBSERVE,7 ACTION GRIP,7 ACTION MOVEMENT,7 ACTION RELEASE,7 GESTURE EYESCLOSED,7 GESTURE PLANNING,7 GESTURE GRIP,7 GESTURE MOVEMENT OPEN,7 GESTURE RELEASE,6 ACTION EYESCLOSED,6 ACTION OBSERVE,6 ACTION GRIP,6 ACTION MOVEMENT,6 ACTION RELEASE,6 GESTURE EYESCLOSED,6 GESTURE PLANNING,6 GESTURE GRIP,6 GESTURE MOVEMENT OPEN,6 GESTURE RELEASE
43.6408539981276,25.3283802184624,27.0684609983939,72.5682477501884,68.7596118392768,24.7062225755129,23.9086108212576,24.2519856423484,68.2900325344665,67.3266762057496,43.1163473167321,24.6292684504689,24.6054612267666,135.878326398144,109.637457237391,23.3207985310664,23.5733193963202,23.9914998274317,98.7155445394777,63.5168359175717,24.4146735284956,25.7185187738921,25.4159536412752,72.1202617751846,78.7185123375222,24.491757797488,24.4842316069475,30.8959061345876,74.7268658462017,70.7765788068555,24.6932256561126,24.073147620261,24.7215675628304,128.515720152426,124.44897787787,25.9004331699929,25.7752658806097,26.0386346621707,67.8875841600254,66.4689144029756,21.7511852236673,26.1768137181465,26.6146068735367,110.628792071037,104.855425116873,24.2756931293315,23.6545576885549,23.7334521160931,62.4651566728291,89.437023855536,24.5041543049102,23.8505851804847,26.1379612368293,92.0964918344896,89.7492772519556,25.654900546844,26.1375830386592,28.2682720521519,74.246416543303,62.9639836590607
43.6405805956573,25.3300542533672,27.3704419506691,72.8349548000559,68.5995862134898,24.6728705808857,23.9091013258024,24.3391251398864,68.4497826221594,67.238774740093,43.0942170339768,24.6278354662868,24.5882316228175,135.735242735149,109.273780143521,23.3458831312302,23.5749250695948,24.2740687527962,98.4699847331489,63.6944505911297,24.4344498231345,25.7089654501813,25.5595095906849,72.1195239313937,78.8353760879573,24.4599579508174,24.4856094053885,31.6613769684921,74.1374305113202,70.7172213217141,24.6854524779066,24.0766586182188,24.8979573329429,128.481822934481,124.151041471812,25.812694930465,25.7623456580886,26.1765455537104,67.667457844135,66.9224727096669,21.7533920463494,26.1782517953526,26.8663586703009,110.621013751253,104.771077471095,24.259751305888,23.6517908262673,23.7551961942359,62.1443702132083,89.3151612050667,24.5106836428326,23.8476126232663,26.3888056553052,92.1076322187756,90.0295554780964,25.6963509522308,26.1377746307168,28.5660573283049,73.9223811167797,62.9408269000032
43.6392811792685,25.3327974124196,27.6992502746518,73.0402137584412,68.3879095168208,24.8263377609284,23.9085991805189,24.4613390742511,68.5572967368064,67.0626505840018,43.0746990544172,24.6277432086737,24.5651242118823,135.569797054482,109.208500668352,23.3720968093141,23.5740788099447,24.6897115177905,98.2134971568628,63.9842556358787,24.4477722480456,25.6955551641944,25.7761951066927,72.1392431721044,78.969933567531,24.4343068397026,24.4874816617122,32.3813969482171,73.4859424078743,70.6545920124277,24.6748436387357,24.0797082494736,25.0997760055489,128.448888697727,123.854494476239,25.7096120375658,25.7487495826801,26.3502374335113,67.471673925278,67.0489418969758,21.7558982888579,26.180493811456,27.1878375808937,110.600247377842,104.646282642021,24.2462276193017,23.645688499685,23.7803899266841,61.8442505143135,89.1940819081434,24.5154096256896,23.8444430672909,26.645707719781,92.0978341218479,90.2996897950157,25.7351212519756,26.1354581489971,28.826749451794,73.5379020616965,62.9287310043511
43.6410628383617,25.3336421230027,28.0646523185523,73.156934818631,68.2110074453787,24.887547565949,23.9060425804366,24.6157831199357,68.5968910164152,66.7957844892642,43.0647654381413,24.6246277930323,24.5902652989695,135.354415236046,109.445577160588,23.3953281676568,23.5729604631678,25.2781265825673,97.9567637207398,64.3513154872441,24.4620363817095,25.6827614215352,26.0816757815292,72.1721969485857,79.0924652751033,24.3860771947044,24.4891458712052,33.0961427307531,72.7766584919475,70.6008533667964,24.6713698679329,24.0778900156429,25.2980956035916,128.408889625603,123.615461781038,25.6495336184711,25.7391691255484,26.5812141329567,67.2859728254547,66.6934938077529,21.7609430196149,26.1805879592136,27.5133838586845,110.583762318866,104.436606241919,24.2345670871274,23.6448043810929,23.8468017616347,61.5902238169886,89.0830020298659,24.5169537864264,23.8450477522923,26.8892435815135,92.0888966192857,90.5974792877924,25.78291557631,26.1350267544331,29.0395396055031,73.1531803897836,62.9078918944874
43.6427639929534,25.3313593295636,28.4743818886287,73.1897700129186,68.0759938188495,24.8596533529564,23.9020563626489,24.8140013621646,68.5815239285729,66.4051785879731,43.0570781910971,24.6231021602828,24.7179703130129,135.112414545445,109.872735054691,23.4218992205391,23.5734282348236,26.0700903667687,97.7367434698224,64.8035158437617,24.4863599300266,25.6715697842638,26.4349519010457,72.2319850737322,79.2195808865152,24.3545781473444,24.4923434134264,33.8293834762904,72.038323879652,70.5721440969858,24.6678804372611,24.0764266936931,25.5050855596509,128.377133654561,123.435457093464,25.6055988194448,25.7321215949104,26.9063575911835,67.1155005743648,66.0446939894568,21.7629268613522,26.1813610960254,27.9230518474873,110.564909855252,104.219020647012,24.2240782971085,23.6455614662367,24.002664733136,61.363813027073,88.9565502543909,24.5187387646658,23.8416961648964,27.1530245769657,92.2103412768912,90.9228179554455,25.8271334132298,26.1339299232408,29.2453935603474,72.7615447027856,62.9008690833647
43.6491617286735,25.3297456720365,28.9444910464185,73.1880463136388,68.0585064883322,24.8191563276655,23.9021326611189,25.0894659761442,68.5282634603973,65.8388132728106,43.0544343588522,24.6220336082625,25.0261553339177,134.846978513837,110.241686449703,23.4461845323762,23.5704626356435,27.0544332874029,97.586175546586,65.311610393065,24.5048761161556,25.657882812143,26.8263480675582,72.3279668582199,79.3301470101539,24.356895539722,24.497396258142,34.5593668853384,71.2941746366068,70.5510607227722,24.6633311865282,24.0784661373711,25.7159558723251,128.352743255231,123.281286992601,25.591209609734,25.7214641678305,27.3069660033814,66.9579316674148,65.2149906190726,21.7636400121986,26.1735684454059,28.4143211418268,110.548520491298,103.985161559045,24.2057886159079,23.6448034890973,24.2994290715733,61.1302532620056,88.8445559409242,24.5179445415222,23.834899879696,27.4474790679374,92.3024120805727,91.3106714914072,25.8675362257869,26.1323190242701,29.4444629033352,72.3659872142334,62.9065502572854
43.6512973778435,25.3274589982898,29.4476533874116,73.1622318285719,68.2701898479507,24.7794753779599,23.9003635548529,25.46331041857,68.4538317080388,65.2021738643231,43.0552613250374,24.6218973906065,25.5567401897994,134.578929657416,110.334351150512,23.4523264930725,23.5690974845581,28.2041559539489,97.4944662788869,65.7322988099823,24.5300735265654,25.6508089717834,27.2868817977349,72.3889765844038,79.4461815188381,24.370512868679,24.4968976358396,35.3118610138105,70.4992349459851,70.5344429590672,24.6621779812964,24.0789032687675,25.9355474451708,128.329559065006,123.135757687,25.5748264901176,25.7168268149604,27.7692968173404,66.7946678814735,64.3686535796987,21.7641118739567,26.1668920253324,29.0064652469822,110.543715517252,103.759271058872,24.2038665394407,23.6451621070439,24.741375029275,60.9109117064128,88.740998653546,24.5230218139772,23.8338768101264,27.7970572091967,92.3835474485046,91.71978680849,25.8923453135557,26.1361935780786,29.6801701420967,71.9519692035447,62.9136956952382
43.6555028207014,25.3258594650859,29.9941417503025,73.1394461281589,68.7829583004043,24.7498252530433,23.8968297798202,25.9168855896786,68.3713068525378,64.4445141748882,43.0662380714567,24.6186232746803,26.3595444174695,134.296337508188,110.092321983714,23.4626753977652,23.5696071840081,29.516985605008,97.4497067510217,66.1120314222512,24.5621116393467,25.6360758223716,27.8455722532651,72.4203291135462,79.525444617792,24.3844375897857,24.4989420977273,36.1600798770605,69.7323529421034,70.5130555590536,24.6632709912268,24.0784480931802,26.1614655245609,128.3062003143,123.000671626162,25.5777524125615,25.7074221812789,28.2819449943639,66.6245119511474,63.5721242053907,21.7662644128134,26.1664156907379,29.6819210138666,110.529803954556,103.533213683887,24.2017984715047,23.6459038931056,25.2859877004495,60.6675359832676,88.6565159311291,24.5296639609879,23.8374365064369,28.2229913228975,92.5467907024248,92.2027037205778,25.8991747806323,26.1308702498987,29.9919623999081,71.5388875118518,62.9256536119379
43.6603178396457,25.3253748036679,30.5920742837154,73.0972312367312,69.5136302639944,24.7019708604356,23.8948481467106,26.4846657278327,68.2839200496902,63.6472971442311,43.0811647938668,24.6205464726311,27.4377593679406,133.975362465456,109.580275152496,23.4660329878324,23.5743264891659,30.9671032254643,97.4806254858531,66.4192614486928,24.5860271327457,25.6213224518642,28.4704996231062,72.4891437522436,79.5932629637169,24.411668490293,24.5007695437905,36.9079605430655,68.9772769394139,70.5136067073025,24.6624991417625,24.0779439967425,26.4636300988822,128.284611422875,122.836047774236,25.5630413687179,25.7051016159381,28.8344186537176,66.4451205232207,62.8921794858185,21.7619786647154,26.1676787572378,30.3695434777055,110.514879716942,103.328504430191,24.1947981529719,23.6455569827018,25.8969011889111,60.3776183011495,88.5972383509723,24.5345651449286,23.8400209842452,28.7139370702173,92.6114717763674,92.7202483630038,25.8925396317081,26.1276366607555,30.4264366941061,71.1296685448755,62.9422828946662
43.6607398144806,25.3270405634571,31.1828669175653,73.0825495469991,70.3847098220854,24.6284672783637,23.8961570510031,27.1552882696988,68.1676119393495,62.7415466061872,43.0961293894893,24.6228865641373,28.7748403867178,133.601507720445,108.952556726984,23.4639337817687,23.57736238737,32.5515129117427,97.5762709647622,66.6430388173851,24.6049391782594,25.6077183690349,29.2751358854683,72.5406485976326,79.6325916479788,24.4363626170648,24.4993520371681,37.6058993492426,68.2517844971723,70.5347276752397,24.6577435601682,24.0781157280865,26.7782473676613,128.268247718425,122.642096462482,25.5517566076362,25.7106763958085,29.4205706420522,66.2654467478058,62.2813644086497,21.7534244126477,26.1690113015176,31.0648033680903,110.499411633523,103.158096981288,24.1968879225655,23.6442313225874,26.537633194649,60.0230231016363,88.5553180031967,24.5418821847943,23.8421541158045,29.2277288952008,92.6307032884863,93.2621887933954,25.8775912821278,26.1125626464257,30.9682717604732,70.7414302096117,62.9560043592015
