9 ACTION EYESCLOSED,9 ACTION OBSERVE,9 ACTION GRIP,9 ACTION MOVEMENT,9 ACTION RELEASE,9 GESTURE EYESCLOSED,9 GESTURE PLANNING,9 GESTURE GRIP,9 GESTURE MOVEMENT OPEN,9 GESTURE RELEASE,1  ACTION EYESCLOSED,1  ACTION OBSERVE,1  ACTION GRIP,1  ACTION MOVEMENT,1  ACTION RELEASE,1 GESTURE EYESCLOSED,1 GESTURE PLANNING,1 GESTURE GRIP,1 GESTURE MOVEMENT OPEN,1 GESTURE RELEASE,2 ACTION  EYESCLOSED,2 ACTION  OBSERVE,2 ACTION  GRIP,2 ACTION  MOVEMENT,2 ACTION  RELEASE,2 GESTURE EYESCLOSED,2 GESTURE PLANNING,2 GESTURE GRIP,2 GESTURE MOVEMENT OPEN,2 GESTURE RELEASE,11 ACTION EYESCLOSED,11 ACTION OBSERVE,11 ACTION GRIP,11 ACTION MOVEMENT,11 ACTION RELEASE,11 GESTURE EYESCLOSED,11 GESTURE PLANNING,11 GESTURE GRIP,11 GESTURE MOVEMENT OPEN-CLOSED,11 GESTURE RELEASE,6 ACTION EYESCLOSED,6 ACTION OBSERVE,6 ACTION GRIP,6 ACTION MOVEMENT,6 ACTION RELEASE,6 GESTURE EYESCLOSED,6 GESTURE PLANNING,6 GESTURE GRIP,6 GESTURE MOVEMENT OPEN,6 GESTURE RELEASE,3 ACTION EYESCLOSED,3 ACTION OBSERVE,3 ACTION GRIP,3 ACTION MOVEMENT,3 ACTION RELEASE,3 GESTURE EYESCLOSED,3 GESTURE PLANNING,3 GESTURE GRIP,3 GESTURE MOVEMENT OPEN,3 GESTURE RELEASE
32.973319899991,31.4542478886628,49.4133260922496,108.205399479532,115.974930639952,31.9704637091254,31.9389440760998,46.0777970067574,84.2964873477846,91.2053375082708,35.9918094154841,31.5283567502223,43.0279484582854,76.4836823480702,76.894618896788,33.156389540056,33.0473172425481,40.9145804198776,81.2698063470104,97.3394405831801,28.7649423688906,31.3093435435756,45.385703232608,78.1088503549837,76.6506406970836,33.1059379837305,31.1701589236859,45.631011683964,91.8702043828871,80.6427407028844,42.0680215839578,32.8421622091915,41.2684981393177,125.390671493472,125.635033634512,32.7249504249408,31.9510402876862,43.572412080976,90.3494397082087,80.4040094744557,36.0025246354576,27.5745700577866,29.88040416652,94.4708829983614,96.1219532960104,31.8727789524716,31.1422817714012,54.931359639871,92.0950227096647,80.3160470842904,30.6187298664816,40.6069177998833,37.9477504060321,78.8174358946926,81.3571239102066,32.7312175951025,31.4381120469817,56.983085170284,71.3656113211988,73.6961451662285
32.9517340386418,31.4617811710951,51.8221728083643,108.261025788709,116.169694385143,31.9566015643404,31.9479395899143,47.4367547845412,84.216343278013,93.2474576855617,35.6290616129509,31.5196276841129,43.1953739055181,76.5112367140397,76.9605193145002,33.1549252787424,33.0404966810396,42.4195685188421,81.2392525584703,96.9320182382126,28.7564180684533,31.3029313128062,46.7368902320379,78.1003546981656,76.6785303336489,33.0435953184403,31.1683547134117,46.3791313976804,91.799168871547,80.7734183689073,42.1169671724771,32.8422952972474,42.7661536044672,125.458489386872,125.733710966595,32.7198514095712,31.9580243435766,45.0060435893088,90.343771885454,80.7775608619496,36.0045127158828,27.5999783076051,29.8529065103824,94.4340140168487,96.3799418139732,31.8769418304069,31.1374545828009,56.4664321275596,91.448541352592,80.9568006541903,30.6144141047989,40.6062477213239,38.0598232218,78.6782387210377,81.8396912634138,32.7155652793563,31.5256132360426,58.274517793474,70.7690285507801,73.5354983998851
32.9286227361301,31.4713277587507,54.3434023872694,108.281817490563,116.279058919763,31.9350181554881,31.9588228076688,48.8588819461391,84.1352254195749,95.2624546750446,35.2716688322587,31.5127631623898,43.4117568740138,76.5538048606467,77.0358232182802,33.161240969702,33.0295227824341,43.9207036259859,81.1920155302473,96.431648771703,28.7696491694481,31.3028555526768,48.2583368140304,78.0782809257151,76.7172071337471,32.9901788457891,31.1672593831848,46.9791139950915,91.7409455596469,80.8718058758413,42.1495835645284,32.8407698189187,44.3310387694607,125.530533343793,125.825580844867,32.7077556385205,31.9590564033099,46.4896722961514,90.3349191419381,81.1317427986442,36.0078572298817,27.6302374906791,29.8258071569684,94.377890908575,96.6852099189925,31.87593443167,31.1326731059617,57.9316375323148,90.897604528053,81.6216832777021,30.6082745716847,40.6089495559794,38.1856620590279,78.5637968160025,82.3284746864496,32.6898424431165,31.6064022232275,59.2641646451606,70.2466276519404,73.4084177660574
32.9101458118113,31.5067809052388,57.0109210935878,108.396077511998,116.303799899586,31.9448527361481,31.9684262430368,50.2972722297368,84.0593274278368,97.1847174547592,34.9561359858091,31.506903571313,43.6122629278964,76.6021306819357,77.1184334864663,33.1553742978002,33.028155594818,45.4084045269116,81.1309222440556,95.7518831973717,28.8403982261196,31.2922122832251,49.6950613054786,78.1043481367595,76.772904853148,32.9411743924516,31.1730861942859,47.4273766053094,91.6918423725913,80.9447209605629,42.1296351431592,32.8342448813329,45.8971151814908,125.605966144353,125.898577097171,32.6905231495189,31.9561140522714,47.9888932951977,90.3180226618556,81.4369101424703,36.0142115274804,27.6594849150764,29.7874127280051,94.3064259340619,97.0346934828337,31.8731856522665,31.1286863365548,59.1973127728452,90.4328834199776,82.2319647582758,30.5965765528566,40.6108961985385,38.3205430100852,78.4668723333908,82.8223808293963,32.6569141410069,31.6932976485176,59.9814004763844,69.7336199704713,73.2268087251545
32.8899634754847,31.4964212487505,59.5845747892595,108.519320657494,116.26760533484,31.933038066192,31.9684492966192,51.7350340881093,83.9554885488866,99.1400706558467,34.6944452346847,31.4999823851826,43.8061287625213,76.6497218160548,77.1973249338186,33.1386232272378,33.0249495693616,46.8712910578512,81.0699396596923,95.0714406514831,28.890239725236,31.2898820553337,51.1638708626293,78.1650229793072,76.8455028162301,32.9069638361824,31.1734281950136,47.7404477932181,91.6314271120595,81.0002540832855,42.0683021767336,32.8369037636112,47.3096438735414,125.670544156163,125.956024765774,32.6836494796844,31.9541187620397,49.4653780590996,90.3246225849133,81.7571534011605,36.0181422723767,27.6814099767244,29.728610435429,94.2339982809205,97.4328992644615,31.8731113157681,31.129685028808,60.4376840675812,90.100827586676,82.7721335128164,30.5885455271969,40.6106785757287,38.4454638542651,78.3917683318629,83.3143955697606,32.6195493304608,31.7778416359763,60.5264512220614,69.4309577647794,73.0023428540942
32.8771273187837,31.4428053174866,62.1764567611108,108.554847821938,116.036098344441,31.9293654510844,31.9669514369712,53.2130698485219,83.8632013281513,100.950180033903,34.5047170614545,31.4922856352809,43.9884708042959,76.6841446745235,77.2701491708281,33.1320404991651,33.0197402751117,48.2429801450359,81.0253975286073,94.3895342284179,28.8771813354599,31.291011214225,52.4833571517287,78.2455673212324,76.9327628702646,32.8951889433496,31.1725495387624,48.0384989771319,91.5786776428388,81.0627928027216,41.9141915095367,32.8307925530626,48.8050586037896,125.716452133135,126.017317283496,32.6865055767626,31.9467584217355,50.9062381738538,90.3319504280288,82.1218988062871,36.0247347685968,27.7043087029622,29.6610942316417,94.152630430573,97.7997379685605,31.8728380111589,31.1310765988021,61.7185970728147,89.9291267198453,83.1708337501784,30.5779972805967,40.6178659730371,38.5604189046571,78.3377953403041,83.7518900868825,32.5820328230525,31.8467034700098,60.6319110586564,69.1622085407682,72.9558106386341
32.8811732494045,31.4098664199935,64.8782952300124,108.705340581034,115.734990498548,31.9350648177856,31.964553399179,54.7008276497266,83.7790726409559,102.522214410401,34.3794745607872,31.4840760154908,44.0951907301862,76.7252678204263,77.3487359905146,33.1192215229493,33.0147192541905,49.5500842096082,80.9993629004915,93.7170477294101,28.8802837270831,31.2945877843386,53.4362198776132,78.2968810363808,77.0620057670608,32.8737100592141,31.1693818259647,48.2635454722757,91.5264548304784,81.1129500043648,41.7652528137092,32.8246297014589,50.2936617505408,125.732039760643,126.072600352425,32.6766330757835,31.9397277768133,52.3374249617436,90.3356253121484,82.5723254602312,36.0302822886686,27.7417794937345,29.6054450675324,94.0672242394958,98.14094841379,31.8690993037483,31.1331680216951,62.9048010883491,89.9042463664001,83.5088119179413,30.5674771232572,40.6239654759653,38.6387532443837,78.2943189553067,84.1592057213627,32.5356212809777,31.8939759630497,60.6131535947189,68.9294532516593,72.8346196147914
32.8990366913487,31.4010482812232,67.5114859835052,108.933998242414,115.260204958196,31.9373222458371,31.9562194326216,56.1532287091998,83.7051183004908,103.618637888898,34.3082519764783,31.4783158776959,44.1332972838694,76.7584880769382,77.4114583485831,33.1167777461931,33.0234256089059,50.8230672077469,80.9796459739681,93.1205119690826,28.8792066813461,31.3013393181568,54.0801292365765,78.3744004627021,77.2193025867657,32.8539462102195,31.1711585614534,48.5431613853675,91.4948787168841,81.163855009596,41.6146998031259,32.8332429792863,51.8967979963888,125.715523551185,126.122280361691,32.6649890061292,31.9372937214718,53.7299021271971,90.3351301011719,83.0977477722632,36.0372516677746,27.7719209878728,29.5560284626818,94.0156435504528,98.4917756460984,31.8691152099746,31.1356578460268,64.0434808370579,89.9943516005426,83.7650340870532,30.5562319679027,40.6297484919682,38.6958279749299,78.2555766419598,84.4816631787589,32.4887391177668,31.925039528312,60.559085191678,68.7263651217308,72.7034300278312
32.953861702855,31.3895085860101,70.1548872213715,109.08710330851,114.532354159659,31.9343048798004,31.9542728523941,57.6086421399929,83.6551959173914,104.333123427612,34.2827018656146,31.4747571212037,44.1520309027921,76.7954968177976,77.4663242086977,33.1073273905229,33.0494443475878,52.0076088052636,80.974326556748,92.5399762624498,28.8608287400107,31.3020823178787,54.5208509603828,78.4437562430513,77.4025866906212,32.8410360662937,31.1722755645897,48.899417087978,91.4688260723676,81.2093236525242,41.419286869672,32.8479093894231,53.5720820548872,125.652601413296,126.187177686511,32.6616962238279,31.9307172679855,55.0809944951655,90.3490384303436,83.5160723932284,36.0436821238972,27.8042891356433,29.503997922683,93.9910763416104,98.8080578184136,31.8672908399968,31.1378718082544,65.1647368796112,90.1983913427489,84.0045204965443,30.5501106979605,40.6362885742364,38.7390288115316,78.2311216241975,84.677022557389,32.4501045285707,31.9466630820584,60.4518846062568,68.6120914513168,72.6239119928336
33.0314937992022,31.3590872229583,72.9179567030164,109.100612074733,113.572864837671,31.9405936824302,31.9421510024239,59.0480381090036,83.5974805005425,104.528676933251,34.2730396276961,31.4697627019097,44.1165249158005,76.8371847856293,77.5215298848342,33.1045919436163,33.0632464338124,53.2259498324046,80.9343330594032,91.950867134558,28.8666655477224,31.3075714447277,54.8043173271994,78.5011006811189,77.6065146496443,32.8245287176829,31.1744924554112,49.2695989412065,91.4344540996191,81.2532983010322,41.1542272794856,32.8359238930123,55.2710749007377,125.567760058625,126.296142301592,32.6653503111204,31.9215147751299,56.4024469923142,90.3556508794733,83.8585846358478,36.0507025629978,27.839929490209,29.4537178899453,93.9944454835419,99.1271906217161,31.8593004153288,31.1421922432636,66.034875792547,90.5142105044641,84.2570516493061,30.5396580569267,40.6465832208108,38.7710338847695,78.2056445130001,84.7750766599772,32.4192171046164,31.9802569197706,60.3962669560394,68.5095280503228,72.5028633865702
33.1018365403077,31.3099424838433,75.7718296206221,109.217701204275,112.367710416726,31.9446810587331,31.938366250506,60.5094084816857,83.5281663481741,104.342380230965,34.2467852746861,31.4673725344372,44.0758243684345,76.864796454085,77.5876511021094,33.110702041076,33.0546540745646,54.4568275289275,80.9427780726897,91.4557379532998,28.8518285475301,31.3165587110562,54.9015519542776,78.611372993712,77.8379161713759,32.7997874851791,31.1753249615777,49.6784760919331,91.4112118902131,81.2758896442772,40.9242847553954,32.8270085740428,57.122157355267,125.456004615919,126.404280463374,32.6551952695716,31.9151652095669,57.6872438004481,90.353135987329,84.1557319538733,36.0605550012479,27.8838868266631,29.4207454688952,94.0284790017617,99.4314092235958,31.859434317106,31.1462390608637,67.0612448219712,90.8946915365126,84.5079098443954,30.5327065265857,40.6530058922974,38.809623292969,78.1825750844881,84.7008673889693,32.415781387892,32.0219626884456,60.4416589665274,68.4497904491923,72.3789576074038
33.1818515114292,31.2963214957488,78.7432332715723,109.278145734535,110.863232200675,31.9477923352819,31.9326473595275,62.0573197434698,83.4490156609802,104.011366962928,34.1999911168172,31.4622267709162,44.0343315031574,76.8983379751676,77.6422906509359,33.1353289632086,33.0509879094763,55.682253191474,80.9604069206669,90.9853250533583,28.7913267132465,31.3226044189913,54.9843843189495,78.6241319233228,78.1178900851166,32.763060645039,31.1809937796643,50.1924409618166,91.4006786363274,81.2661841920255,40.6837232285749,32.8241753938162,59.043060268973,125.300622320313,126.531676545982,32.650088953862,31.920633764521,58.9339326018967,90.34532102921,84.4242954694865,36.0615177216674,27.9241438736051,29.3690351435674,94.0548728008808,99.6700216395241,31.8552185845855,31.147526979146,68.0438684073768,91.3623679708451,84.7866302351521,30.5272061124397,40.656567473619,38.8707885311836,78.1684188839462,84.7059500754583,32.4351451201349,32.067373943598,60.6001106730002,68.4896715088331,72.304095806452
33.2687331327873,31.2602868766552,81.8819699552252,109.271465548731,109.144451382069,31.9489238165524,31.9365616512384,63.8005459447496,83.3646274410456,103.524787654018,34.1416879236382,31.4577341301547,43.9848966218297,76.9378713666011,77.6900189965855,33.1449781521323,33.0477617291303,56.9716369353226,80.9464126383577,90.5958775560655,28.7742115592682,31.3149871770198,54.9771041173394,78.652832398191,78.4419281766999,32.726649938529,31.1773198783073,50.6990386971164,91.4141408999953,81.2326902974527,40.4500730423109,32.8353793562946,61.0318964675518,125.106854338707,126.704649937086,32.6429882820342,31.922013676135,60.1497124376645,90.3507055386261,84.7394177569429,36.0654174827173,27.98381574801,29.3394634814922,94.0942618707614,99.9153327343926,31.8508654448289,31.1447801801029,68.9497607678068,91.843700941974,85.0779874068912,30.5236498834638,40.6591771054146,38.9324056829729,78.1849869041103,84.5800678660075,32.5096549058516,32.120076239704,60.8417746300809,68.5542661821643,72.1756504881487
33.3417424330707,31.2479245359953,84.996920645694,109.302658930121,107.232176061035,31.9592136515641,31.9422935645767,65.643046289198,83.2644059722675,103.03786282051,34.0614449094601,31.4586532980004,43.9573549662129,76.9993585791949,77.7322315745464,33.1558967131458,33.0408243200411,58.2812981529041,80.8822084856019,90.2885981571653,28.7793461925893,31.3140236723467,55.1060818824173,78.6866339299522,78.8104680874739,32.6911247698448,31.1782492915992,51.1250887080217,91.4873457517191,81.199963540192,40.1318540355818,32.8399491915587,63.1204517061059,124.922905547467,126.918316394345,32.6398798807021,31.9267542463562,61.3142364947765,90.3490343530574,85.1558552825082,36.0696668706376,28.0458564252507,29.3548381696846,94.1109094354696,100.055205861004,31.8397321966799,31.1420384484,69.7788025923363,92.216664449919,85.3497518003401,30.5185081051049,40.6664824019067,39.0098275329956,78.2221123723918,84.3841650229718,32.6142086293621,32.1675328523704,61.1485557345031,68.5865151345143,72.0273254298223
33.4048592991765,31.2614148598414,88.1020771578213,109.268241170855,105.089394080128,31.9587055259401,31.9450248283667,67.5763040492711,83.1500257124342,102.504034407409,33.9944943474724,31.4585771778372,43.9485337992285,77.0820622830143,77.7796428977746,33.1662149489541,33.0400298116949,59.5030087350261,80.7713787924217,90.1019111834311,28.8143735348737,31.3209967688837,55.1990336973806,78.7086344849035,79.2052341899106,32.6459940335357,31.1757893889239,51.5269852939872,91.5624471540818,81.1316592722077,39.7831335676248,32.8402822327745,65.2762452327257,124.726636273643,127.148348086819,32.6300541648487,31.9303160232607,62.4241134455774,90.3418783738828,85.6334515860656,36.0667676039109,28.1194214520361,29.3886477697873,94.1688809287181,100.137739165649,31.8335866117579,31.1366515920421,70.6658751091909,92.5938047469456,85.5782398370075,30.5163089503267,40.6752384015036,39.0999282758564,78.2551002411426,84.1250866504091,32.7666176140924,32.2119845636068,61.5357346979712,68.6390507641729,71.9354592628335
33.4680435961946,31.3126591265035,91.2176040263557,109.278754339666,102.888630839219,31.970373679,31.9478135825804,69.3902677824862,83.0284926755671,102.046732378361,33.9443663764847,31.4595357028852,43.9678062671482,77.1795477939351,77.8184862914145,33.1736186649111,33.0315066111349,60.8003522190369,80.600013721891,89.9198778820471,28.8506405620696,31.3190121943707,55.2831721840529,78.735818900362,79.6249086134348,32.6147608376897,31.1771495843367,51.9993965232747,91.6494985772939,81.0493117856223,39.4202447752373,32.833642163084,67.2921974565278,124.535122832436,127.383171502614,32.6224304975142,31.9382310354264,63.4377667305267,90.3307605612315,86.2216667623148,36.0639037702608,28.2139042366687,29.4898931938113,94.2167475353482,100.214762168233,31.8309751610627,31.1293328166115,71.5243910969968,92.9105459904897,85.7414062970533,30.5087871897911,40.6789636679119,39.2179218599449,78.322355462666,83.799700338464,32.9512816672759,32.2610344042903,61.9780298346347,68.727159753141,71.7523718115255
