9 ACTION EYESCLOSED,9 ACTION OBSERVE,9 ACTION GRIP,9 ACTION MOVEMENT,9 ACTION RELEASE,9 GESTURE EYESCLOSED,9 GESTURE PLANNING,9 GESTURE GRIP,9 GESTURE MOVEMENT OPEN,9 GESTURE RELEASE,1  ACTION EYESCLOSED,1  ACTION OBSERVE,1  ACTION GRIP,1  ACTION MOVEMENT,1  ACTION RELEASE,1 GESTURE EYESCLOSED,1 GESTURE PLANNING,1 GESTURE GRIP,1 GESTURE MOVEMENT OPEN,1 GESTURE RELEASE,2 ACTION  EYESCLOSED,2 ACTION  OBSERVE,2 ACTION  GRIP,2 ACTION  MOVEMENT,2 ACTION  RELEASE,2 GESTURE EYESCLOSED,2 GESTURE PLANNING,2 GESTURE GRIP,2 GESTURE MOVEMENT OPEN,2 GESTURE RELEASE,11 ACTION EYESCLOSED,11 ACTION OBSERVE,11 ACTION GRIP,11 ACTION MOVEMENT,11 ACTION RELEASE,11 GESTURE EYESCLOSED,11 GESTURE PLANNING,11 GESTURE GRIP,11 GESTURE MOVEMENT OPEN-CLOSED,11 GESTURE RELEASE,6 ACTION EYESCLOSED,6 ACTION OBSERVE,6 ACTION GRIP,6 ACTION MOVEMENT,6 ACTION RELEASE,6 GESTURE EYESCLOSED,6 GESTURE PLANNING,6 GESTURE GRIP,6 GESTURE MOVEMENT OPEN,6 GESTURE RELEASE,3 ACTION EYESCLOSED,3 ACTION OBSERVE,3 ACTION GRIP,3 ACTION MOVEMENT,3 ACTION RELEASE,3 GESTURE EYESCLOSED,3 GESTURE PLANNING,3 GESTURE GRIP,3 GESTURE MOVEMENT OPEN,3 GESTURE RELEASE
32.7760637027139,31.4568108121012,35.0941720706651,108.462417445576,110.913881952959,31.8821723028602,31.9428412266759,35.8044931182598,85.0078579051052,74.7384109405383,38.1324239422801,31.5894412347632,42.7172006056778,76.6094864811934,76.8137729537622,33.1517393975585,33.0448224869657,33.398746886485,81.5616299204508,76.872691680603,28.9234529557697,31.3401690556834,36.2790982201828,77.9689708614139,76.9443330889844,33.5569536579575,31.1882432937282,38.7307719155168,92.3669679336578,79.6255816128183,41.0313869811025,32.760288278186,33.2058812459468,125.311630820394,124.890489998682,32.8280655078455,31.9444162375009,33.2014582074849,90.3883494202499,80.6447581612361,35.990473096248,27.3095492927399,29.9078360482177,95.4296615632054,96.30470416389,31.847056336899,31.1526644330738,35.904747418594,101.097509563098,78.8264316091973,30.6204941114099,40.5693679968792,37.1452348801624,79.7491009744132,78.7336275703903,32.8745262047691,31.1901946751073,41.645482022476,77.9779168998212,74.1018233262991
32.9437556845453,31.4758992215338,35.8097803343425,108.382509390718,111.302938234352,31.8985747576822,31.9436441195112,36.5382493889578,85.0806186580007,75.4389832091879,38.0602858121327,31.5801814348154,43.0237400167371,76.5460551676301,76.8132927576593,33.1536851269941,33.0394012390724,33.6671884698724,81.549546563143,80.1992706608925,28.9052280477372,31.3244409368032,37.1439281935842,77.9765549913905,76.8252832091803,33.5185453784768,31.1967975383088,39.0028341404676,92.3662818952713,79.6112168350544,41.1852794021811,32.7710185573738,33.4163717328199,125.255991230031,124.96845148965,32.8260766377795,31.9429861945116,33.9313356606348,90.368622012527,80.4912041486169,35.9951933788906,27.3391414583752,29.9188744476297,95.3016541735603,96.2665836257547,31.8450481855501,31.1507495501291,37.3573936359619,100.009784573618,78.8095454231399,30.6198632011966,40.5784659110129,37.1534974815221,79.714344816078,78.8290567141273,32.8721617222631,31.1945874991364,42.7660496565787,77.5027752114681,74.096400522097
33.0622875971574,31.4867513919784,36.5936763080741,108.289504582465,111.763971460016,31.8996349834795,31.9383094057546,37.3437467499928,85.1032170364774,76.4708191522645,37.9516658410261,31.5821970340899,43.2177248907607,76.5084807750996,76.7895049407031,33.1420502708189,33.0304518179587,34.0006182355141,81.504114863954,83.5586045959185,28.9184222243847,31.3114756021714,38.1213163028541,78.018303615911,76.737490754061,33.4796046992628,31.199508049794,39.2955388975802,92.3625506998205,79.6053606511026,41.2984958777158,32.8032410350279,33.7331603247988,125.214561901264,125.030777779324,32.8123324260885,31.9465929749497,34.7686729558455,90.3704293488586,80.284141618901,35.9967309211928,27.3623053405884,29.9249581837112,95.1702040773307,96.2087413235084,31.8467820047876,31.1519883344987,39.0202105032559,98.9429155214291,78.7889899674688,30.6239934435443,40.5802058249227,37.2083839644148,79.674874215629,78.9672071237882,32.8691131186085,31.20320268421,44.0336697151586,76.9993745722094,74.0353537078113
33.1334136603136,31.4587813438566,37.5025034909659,108.291295371941,112.2868320468,31.9027907479723,31.9313464598269,38.2372617746029,85.0758835922952,77.8361667397127,37.802478310222,31.5799737334779,43.3179506028428,76.481392541572,76.7651241047702,33.1463030993749,33.0309787263329,34.4272377735009,81.4513704525632,86.6750852361278,28.927404313072,31.3073600652797,39.1316073845349,78.0446969142375,76.6722192354827,33.4676796730416,31.19721465492,39.7079344444523,92.334087922999,79.6503067786319,41.3594685058288,32.8183798869447,34.2199355878367,125.170468024994,125.099201510193,32.8044825288953,31.9457259365673,35.6899001128045,90.3742288924359,80.0420501812775,36.000978250828,27.3818265480064,29.9256048492467,95.0287207554699,96.1229810155186,31.8493435244728,31.1492779163287,40.9110226323618,97.8959422473872,78.7140189854992,30.6248087824315,40.5886908911157,37.2881105311392,79.6303223553767,79.1550188643872,32.8631286389513,31.2124701032461,45.3779283255718,76.4167245487576,74.1131728961101
33.1707213513729,31.4460953103289,38.6176646301965,108.269376253678,112.856284030314,31.9193394813533,31.920567030106,39.1986326196343,85.0034295462381,79.4582775203637,37.616635199069,31.5713989180179,43.2851936223065,76.4701637339718,76.7619401541251,33.1387832543182,33.0248958953748,34.9301801661478,81.4197544598713,89.5334927418717,28.909743270257,31.3065185397588,39.9880978018751,78.0722639366571,76.631358844696,33.4555243865711,31.1927803674617,40.2168468259954,92.2972519063579,79.7300247687136,41.4182760733158,32.8120644612281,34.8630140305014,125.156152050778,125.164120338518,32.7883130683078,31.9448681212851,36.6701147477138,90.371230918277,79.7751676917892,36.0029215348567,27.4129529908906,29.9297624697385,94.8816035921748,96.0308813801232,31.8510467640182,31.1492452681121,42.9317921980457,96.8501728050923,78.6772682140459,30.6241303557909,40.5953550755781,37.3650391931056,79.5794223067179,79.3691015963557,32.8506041408704,31.2184398393013,46.8592343692112,75.7376831467802,74.1129917415018
33.1518198715244,31.4392567743869,39.8645887567582,108.274117483349,113.462327911605,31.9270666547694,31.9152903046805,40.2270338744222,84.8972896291575,81.2949552176958,37.4097854464609,31.566280120585,43.1479005274295,76.4720175198518,76.7609495190379,33.1405345305424,33.0250092151112,35.5683968749275,81.3904345177739,91.939023234363,28.8892790543074,31.3107911723412,40.7597270860065,78.1142698288275,76.6246494027136,33.4179872748511,31.1903246146685,40.8958065358647,92.2535332841051,79.8462742639933,41.5135028815182,32.8245417752786,35.6695780299769,125.166600300432,125.221477693918,32.7745537660142,31.9468608762555,37.6762444605402,90.3567416072965,79.6137326234201,36.0056823424694,27.4372117218661,29.929157429985,94.7508897940735,95.9439588502418,31.8544411201918,31.1507754202182,45.0455656076828,95.834270214833,78.6864797392797,30.6262343381395,40.6019765446555,37.4579069799596,79.5065271607204,79.5977779589802,32.8411226999614,31.2195403512585,48.48346181663,74.9845972327022,74.0753973814643
33.1074159206212,31.4395233368771,41.3007383444561,108.26762159699,114.081104730101,31.9408615329745,31.9194479756607,41.3092438910656,84.7675310664865,83.2572470189951,37.1816570412781,31.5643728526786,43.0329915859044,76.4705744011264,76.7506776956453,33.1304097954728,33.0419043604395,36.3223072854787,81.3587872929321,94.0383352270774,28.8392544742665,31.3103144951452,41.5629888307261,78.1480097557408,76.6286232994605,33.357221130363,31.1829622067967,41.7321851193224,92.2078169407495,79.9957068433851,41.5937613257504,32.8478352703581,36.6010242719645,125.18677959484,125.273827856088,32.7680728495839,31.9476389197568,38.7334147843573,90.3707254315889,79.5296470769182,36.0036063833796,27.4607436068123,29.9147870023999,94.6469092379161,95.8622411494513,31.8552462515548,31.149437677679,47.1976785115295,94.9329437337352,78.7867657750199,30.6290562833819,40.6043505890756,37.5519376873377,79.4095533574622,79.8631901783897,32.8258178449294,31.2210885495728,50.1900292888308,74.2181033127747,74.0611094803594
33.0701348719516,31.4412110052413,42.9742990994059,108.210638674116,114.663088865141,31.9585612300182,31.9173656348362,42.4475516924632,84.6347399099894,85.2025546170224,36.92575114623,31.5574198131892,42.9141786692948,76.4767288046115,76.7580883240174,33.1421520214235,33.054844507161,37.2506391097961,81.3012262177065,95.6744968584843,28.808530487868,31.3068017341812,42.4362965414949,78.1514384695971,76.6311404032708,33.2934806785211,31.1791537979079,42.6747955196235,92.1362398216956,80.1739838769594,41.6595927271922,32.8486685091767,37.576250925805,125.21948242567,125.363672376923,32.7667922313489,31.9482683423103,39.8146246359792,90.3678165799851,79.606545070933,36.0025524732227,27.484626701565,29.90909657574,94.5792185301959,95.8238527988628,31.8554702343924,31.1471527323344,49.3276867734793,94.1894153530012,78.9889752521457,30.6285208482841,40.6075754336743,37.6406177176915,79.2815824982488,80.1611162698226,32.806525376299,31.2432496430579,51.9707827824213,73.4422870700223,73.9802448995459
33.0284078700149,31.4431265431903,44.9095152049372,108.220438618556,115.18301188794,31.9702002571987,31.9232275486652,43.6067548211956,84.5036435696735,87.1896683385094,36.646701320475,31.5513811735549,42.8808660810024,76.4755287996354,76.7865097010104,33.1306938013316,33.0548387600028,38.3282581528104,81.3030223156417,96.7381288513302,28.8026913376362,31.310079413235,43.2996369201356,78.174808905437,76.6222783238932,33.2271500483237,31.1720888024945,43.6776038470215,92.0550070894626,80.3470153291125,41.7709149327383,32.8489829160731,38.7105768080353,125.27362069164,125.456515464745,32.7524718108699,31.945654304056,40.9674576312205,90.3677272741896,79.8169603016584,36.0058441912902,27.5163811918321,29.9056843222394,94.5293671449944,95.8554947958911,31.8641690272984,31.1471279017729,51.3642081981355,93.4249933122498,79.302358552449,30.6256221777895,40.6119217472058,37.7318971587046,79.1236198237034,80.4988816505836,32.7877475477899,31.2911782433688,53.7445673349275,72.6629460275065,73.8801740573487
32.9939104160373,31.446615905805,47.0479147552658,108.195294410474,115.639731149809,31.9792342304434,31.9300487633648,44.8060359487941,84.3863287229871,89.1895160811336,36.3324250106897,31.5389311441031,42.9212174271566,76.4767661735015,76.836587775519,33.1511343701475,33.0475477889819,39.5323315220935,81.2908962629108,97.264770308405,28.7729429165901,31.3165248839268,44.3172105365338,78.1236652869209,76.6313078506918,33.1741793323073,31.1747540579228,44.7001093273457,91.9660622591632,80.5065986581564,41.9293914947234,32.834469832462,39.9360755304924,125.337053260505,125.541728757389,32.7367902700086,31.9504443735145,42.2151985024887,90.3543849943237,80.0551819694058,36.002031503216,27.5424057705605,29.8943634681302,94.4947151133422,95.9396645636262,31.8698685980606,31.1447676194825,53.2172590473968,92.7102250569097,79.7554737540563,30.6228184402202,40.6123627080898,37.83795516517,78.9663039258109,80.9025857569429,32.7530511405015,31.3583628581781,55.4334363614695,71.975157556482,73.8167368041762
