8 ESTIMATION EYESCLOSED,8 ESTIMATION OBSERVE,8 ESTIMATION PREPARE,8 ESTIMATION STEADY,8 ESTIMATION TRANSITION,8 ESTIMATION GRIP,8 ESTIMATION MOVEMENT,8 ESTIMATION RELEASE,2 ESTIMATION EYESCLOSED,2 ESTIMATION OBSERVE,2 ESTIMATION PREPARE,2 ESTIMATION STEADY,2 ESTIMATION TRANSITION,2 ESTIMATION GRIP,2 ESTIMATION MOVEMENT,2 ESTIMATION RELEASE,5 ESTIMATION EYESCLOSED,5 ESTIMATION OBSERVE,5 ESTIMATION PREPARE,5 ESTIMATION STEADY,5 ESTIMATION TRANSITION,5 ESTIMATION GRIP,5 ESTIMATION MOVEMENT,5 ESTIMATION RELEASE,3 ESTIMATION EYESCLOSED,3 ESTIMATION OBSERVE,3 ESTIMATION PREPARE,3 ESTIMATION STEADY,3 ESTIMATION TRANSITION,3 ESTIMATION GRIP,3 ESTIMATION MOVEMENT,3 ESTIMATION RELEASE,7 ESTIMATION EYESCLOSED,7 ESTIMATION OBSERVE,7 ESTIMATION PREPARE,7 ESTIMATION STEADY,7 ESTIMATION TRANSITION,7 ESTIMATION GRIP,7 ESTIMATION MOVEMENT,7 ESTIMATION RELEASE,10 ESTIMATION EYESCLOSED,10 ESTIMATION OBSERVE,10 ESTIMATION PREPARE,10 ESTIMATION STEADY,10 ESTIMATION TRANSITION,10 ESTIMATION GRIP,10 ESTIMATION MOVEMENT,10 ESTIMATION RELEASE,12 ESTIMATION EYESCLOSED,12 ESTIMATION OBSERVE,12 ESTIMATION PREPARE,12 ESTIMATION STEADY,12 ESTIMATION TRANSITION,12 ESTIMATION GRIP,12 ESTIMATION MOVEMENT,12 ESTIMATION RELEASE,6 ESTIMATION EYESCLOSED,6 ESTIMATION OBSERVE,6 ESTIMATION  PREPARE,6 ESTIMATION STEADY,6 ESTIMATION TRANSITION,6 ESTIMATION GRIP,6 ESTIMATION MOVEMENT,6 ESTIMATION RELEASE,9 ESTIMATION EYESCLOSED,9 ESTIMATION OBSERVE,9 ESTIMATION PREPARE,9 ESTIMATION STEADY,9 ESTIMATION TRANSITION,9 ESTIMATION GRIP,9 ESTIMATION MOVEMENT,9 ESTIMATION RELEASE,1 ESTIMATION EYESCLOSED,1 ESTIMATION OBSERVE,1 ESTIMATION PREPARE,1 ESTIMATION STEADY,1 ESTIMATION TRANSITION,1 ESTIMATION GRIP,1 ESTIMATION MOVEMENT,1 ESTIMATION RELEASE,4 ESTIMATION EYESCLOSED,4 ESTIMATION OBSERVE,4 ESTIMATION PREPARE,4 ESTIMATION STEADY,4 ESTIMATION TRANSITION,4 ESTIMATION GRIP,4 ESTIMATION MOVEMENT,4 ESTIMATION RELEASE,11 ESTIMATION EYESCLOSED,11 ESTIMATION OBSERVE,11 ESTIMATION PREPARE,11 ESTIMATION STEADY,11 ESTIMATION TRANSITION,11 ESTIMATION GRIP,11 ESTIMATION MOVEMENT,11 ESTIMATION RELEASE
28.5018256384786,28.8162561596298,29.086252273274,103.714877095671,104.699149998325,104.467257717211,108.227035689357,108.796982649675,83.5806017665618,29.7547385378908,34.0686388953276,71.5521648799285,72.2801096911102,72.8339994628305,77.8546393572419,77.7698294899133,61.3595896619447,32.6841337756513,45.9921315884138,94.3875492298467,93.8916268811402,93.6298689693135,94.0984282247659,94.0656989838334,30.4962433893345,29.8850404150814,32.9186789933302,73.9919578087066,74.492949470413,74.6982618833275,81.0449323652826,80.9216516174458,29.8754559893896,29.6000927756071,32.2901338043322,110.280243823482,109.832600609869,109.487904210466,110.524960647828,109.812008774903,32.8850137213253,31.3157378026773,34.0773993900076,122.711886718421,122.4448999599,121.786759089398,124.684361461745,124.451003678178,31.8403751301886,30.7576148910588,33.4466375103754,112.94349781094,113.193536939184,113.065098591725,125.302599090285,125.271481060032,38.6170191373458,31.231388683944,35.8218212927944,92.6429594620239,93.1170331777069,95.6771185238998,94.0563791344421,98.7721655471267,35.4476914459883,32.6374800048697,33.2244986382898,111.45942486749,111.966394892769,111.116736287036,111.416682823037,111.019055863098,32.4754733108722,31.4640435158043,35.2858735641306,84.2324845828939,84.4463547128866,84.3685927022322,81.1986052142264,80.9320866523437,39.6201340899972,34.3943578238204,36.9007937502863,95.2322123721779,94.9421050444573,95.2162257557665,95.6203773969315,97.1128026749556,33.131759327872,31.6509304529727,39.299740831782,129.059382351579,130.445898999411,129.36857440835,123.511891418604,123.424108408821
28.4979465156223,28.817112775596,29.2110617691145,103.727078544643,104.696684757349,104.458616478809,108.241855965438,108.916022953943,83.458620012423,29.757232420041,34.9250941343837,71.5596830685954,72.3125386866188,72.8228030010155,77.849539755242,78.0310445296017,60.9181832363563,32.9230102758438,47.0630976907413,94.3872152916796,93.8798012371459,93.6474952847617,93.9743663666595,94.1955161207327,30.49034458047,29.8882025842564,33.3575332020718,74.0033064397737,74.501044243957,74.7026568260913,80.8412802607142,81.3269884207736,29.8583686338362,29.5998590098459,33.1312084651206,110.275027474005,109.820317273427,109.465300087427,110.420395864555,109.8695297541,32.8588632633366,31.3136701373019,34.6004345854379,122.708598306683,122.448659194691,121.782770981196,124.702533156108,124.484626216548,31.8360850095618,30.7608858664152,34.3611467613969,112.931620059324,113.206184335024,113.063560766669,125.301439346554,125.305740470785,38.1932033963621,31.2338276472873,36.3475939007615,92.6261851545164,93.1459993719294,96.1664425461405,94.168440570438,99.229291945047,35.3530232270222,32.6377167303356,33.3848058776364,111.454788886164,111.949383562657,111.164959036778,111.449813533336,111.065952343559,32.4724730300316,31.4664415311506,35.3492740850842,84.2437446293904,84.4384154587602,84.3685713297884,81.1341942912937,81.0064134144729,39.2414548039536,34.3959982623936,38.137677076969,95.2116787326831,94.933189768111,95.226031225923,95.5881519512946,97.471293051196,33.1231272019737,31.6508430206117,40.6244775829915,129.123503161809,130.471895807059,129.369857505361,123.46381065131,123.47156961615
28.4992470806264,28.8200364606929,29.4101303898242,103.741477942663,104.695537145873,104.444897449196,108.26797869951,109.079871321782,83.3574136854053,29.7560709790629,35.9318001151236,71.548863187628,72.3265147055213,72.8091578946577,77.8891324458309,78.3433596051051,60.3909424533778,33.2434461605671,48.173104755628,94.3770084891033,93.8732609519486,93.6656822486999,93.869301916898,94.3607082993416,30.4867402210163,29.8918016771612,33.8228444432137,74.0094157236159,74.5050811723927,74.7172292377203,80.6406445020068,81.7114690001556,29.8424618628487,29.5968611262039,34.0396161806315,110.263574877204,109.815684701481,109.455034465641,110.317324266913,109.918035642763,32.8413388717939,31.3073301375639,35.1724436714122,122.704614155336,122.44969524241,121.770341455133,124.717844737278,124.530913000905,31.8287357426389,30.7703313293465,35.4859625371605,112.933805763068,113.211473830962,113.07346128201,125.306065342695,125.347614111925,37.7641125718707,31.2319877367719,37.0164135140115,92.632419780205,93.1557250625003,96.6799842306892,94.2930104177509,99.6242104541275,35.2744876273829,32.6409977210149,33.5920670229199,111.458550791006,111.918075126334,111.175424565646,111.514781737714,111.118036126461,32.4731237722624,31.4695373372137,35.475582115328,84.2649053862827,84.4470096676891,84.3894527934547,81.0732728005216,81.0982235459347,38.8762791139273,34.3918505949043,39.6389147408635,95.2080768623145,94.9318630611622,95.24091832326,95.5589514274334,97.8504495935835,33.1222150342826,31.6508265018703,41.9871019659933,129.173164551009,130.520936053912,129.428640097488,123.420975344373,123.484265608337
28.5000531849602,28.8229571107677,29.7016814091809,103.758576950647,104.702832046318,104.437076666282,108.303647943483,109.283161351911,83.319512968905,29.7532293179079,37.1393504991993,71.5741135041933,72.3425490403354,72.7930698619187,77.9564800209349,78.7135256921017,59.7966016251842,33.6476474077507,49.3001203579705,94.3594446748846,93.86631195717,93.6998613783247,93.8063004700957,94.5658031125998,30.4815917429024,29.894596333157,34.2898229860267,74.0222526785875,74.515798001739,74.7385365456774,80.4491780219624,82.0625890117449,29.8233395321588,29.5919324001176,35.0056849086386,110.247486708826,109.812329427181,109.453464997485,110.206001542971,110.001552672996,32.8299441312197,31.3085976878358,35.8836909363784,122.690780134285,122.446620769382,121.774723153599,124.722495103697,124.574356615186,31.8207657066744,30.7759218428928,36.857701020541,112.930868409903,113.206189654927,113.096028271365,125.316947273032,125.393291699072,37.3695771216443,31.2347116449258,37.7793120460102,92.642390462047,93.1642900156779,97.1251332572113,94.415947436434,99.9218299904168,35.2093256429706,32.6412806091908,33.8951635853011,111.461441985044,111.892973743625,111.195164334858,111.586937159131,111.164622814667,32.4706276754311,31.4753668722887,35.7012013310398,84.2748724625087,84.4460446098477,84.3965454117256,81.0077811409257,81.1534158081773,38.4647753722853,34.3948732234748,41.3078884305645,95.2120250313483,94.9212066648818,95.2689757575988,95.5335765913794,98.2400121000479,33.1211381099783,31.6514991736478,43.380698306898,129.213321797272,130.536094408131,129.474489481827,123.377644642912,123.504520013712
28.5047012327511,28.8267471453461,30.0343239155255,103.767105614979,104.705191246788,104.427778418247,108.349428771365,109.536434851584,83.2930809844636,29.7509077414287,38.5304421064636,71.6084741227589,72.347851367112,72.7828284114287,78.0294999058127,79.1273307032538,59.1879336826337,34.129512564327,50.3973532689311,94.336972459814,93.8553362064503,93.7511941510348,93.7560805374425,94.8070432255902,30.4726362290551,29.8917433858024,34.8037049426259,74.0244732135031,74.5275292686546,74.76125143083,80.2580164653653,82.3537599721253,29.8060735808481,29.5859793890277,36.0495566639083,110.227459586747,109.802519124547,109.467567070265,110.09079701143,110.120347068427,32.8217332963923,31.3077631439111,36.6386909381214,122.686917402108,122.4378692377,121.781341277641,124.711295954232,124.612942441877,31.8115246008143,30.7831541043833,38.4552743843047,112.928678507899,113.200636245114,113.143265541524,125.328151467865,125.454049569189,37.0118254388557,31.2293883684832,38.7634796931161,92.6558907175412,93.1664783049867,97.5736552301167,94.5477909343977,100.12442355209,35.1656955605018,32.6434723579285,34.333136979361,111.477173193334,111.878107688658,111.204824678629,111.654288116437,111.209888680285,32.4711500619654,31.4783576493123,36.0439516351129,84.286288921027,84.4353336673284,84.4179379095293,80.9446453400111,81.2257810656107,38.0037315860009,34.3971829304082,43.0286659377015,95.208041208158,94.9104798497417,95.3097422910879,95.5153488135468,98.612039145148,33.1156465156264,31.6525688938849,44.9211283955019,129.255866941057,130.541283331192,129.502529821556,123.337221506132,123.513448533738
28.5066449387492,28.831271631545,30.4623153911547,103.77518088985,104.701428268551,104.414300611767,108.40960124756,109.839285334481,83.2632403259509,29.7474218957463,40.098970933167,71.6275994248839,72.3569757238184,72.7727259816186,78.0914813886133,79.5726284220668,58.5689967206545,34.6568033837658,51.4613558605212,94.3061070433907,93.8478595958591,93.8070210158561,93.7178326469751,95.0989432470972,30.4604085532244,29.8875384133148,35.2845613977499,74.0238088762972,74.5367310832737,74.7985890320494,80.0639157757174,82.5926423713993,29.7866166395952,29.5815268313084,37.2315714604513,110.211047701196,109.788958701387,109.4873155433,109.964115474839,110.289325513294,32.8107172625034,31.3075470104721,37.4852568998989,122.664729594712,122.439214353832,121.790178065748,124.704145847032,124.642631763939,31.8093788558147,30.7871648212315,40.1425892699285,112.926546811364,113.19985061613,113.19308727314,125.348726796637,125.537524111201,36.6998701774619,31.2261674959287,39.9026624817121,92.6630147070833,93.1668433655054,98.0352676927918,94.658771661466,100.225373608025,35.1531297177202,32.645435872766,34.9607572054733,111.495101793808,111.856235536826,111.249042417654,111.719607798707,111.270610287309,32.4749370918942,31.4798462017268,36.5349969708782,84.2840851400412,84.4200744973405,84.4131910028925,80.8875571620058,81.2958220034948,37.5323120727956,34.3989846762006,44.66860886348,95.1979544112338,94.8993333218278,95.3751925588932,95.5052295210353,98.9414688158632,33.1140300916373,31.6522206937387,46.6471567893316,129.31668321828,130.548939582572,129.548933416244,123.302585272716,123.53449888623
28.5096557920831,28.8349139465543,30.9899296411659,103.777000093675,104.690822097452,104.403786367528,108.47167754607,110.185358997645,83.2419432512963,29.7461526011256,41.7675497406002,71.6271503385918,72.3804306607936,72.7715021016638,78.1768177947672,80.0585859745647,57.980434836303,35.2025326008639,52.481917623573,94.2622595402129,93.836625612292,93.8888820795344,93.6941527296697,95.4427602908895,30.4508993139262,29.8886815446475,35.7866600729705,74.0143481087421,74.5482618620097,74.8427665371722,79.8874427957944,82.8056303965087,29.7721275483856,29.5844394381052,38.4044167512207,110.184526407394,109.771921405975,109.517270587676,109.847135086887,110.486180614988,32.8024588083611,31.306713262075,38.5217752067722,122.642384800273,122.435924822212,121.808144501106,124.695033675955,124.687257578034,31.8047904289422,30.7923099012244,41.9497883216533,112.939101025006,113.200448674912,113.253705661041,125.377223580202,125.624647630169,36.4447634980707,31.2208219969825,41.1117354814481,92.6730080817386,93.1518201003933,98.4092054377937,94.7777489059062,100.289010251763,35.1607565190524,32.6489476227621,35.8134255197121,111.515042331031,111.844467239813,111.227852970276,111.789927347695,111.308501522586,32.4789151939975,31.4787930416382,37.1548090629305,84.2862018306379,84.4136325555966,84.4245547598652,80.8431531429105,81.3810165284024,37.1013709477077,34.3968988833552,46.0701093989878,95.1990318475498,94.8852967642729,95.4529340430003,95.4970029379659,99.1915169262584,33.1137999685454,31.6517045084798,48.5273741573321,129.356239578066,130.565086472444,129.627210617618,123.278524957316,123.564983599057
28.5132583058497,28.8378068986158,31.5946768413431,103.789650726446,104.680365502235,104.393983537035,108.539709828624,110.572346424392,83.2233679374834,29.7460440112999,43.6304746611872,71.6464911604075,72.4058882681132,72.7897977941135,78.2573405567358,80.5511483905329,57.4587001965866,35.7508357227766,53.4574687868473,94.2186158120148,93.8254990054207,93.9809796101068,93.6754497982634,95.8256863922174,30.4434278448701,29.887997063856,36.362029432913,74.0106457298308,74.5620003291583,74.8952150678433,79.7099741202791,82.9814873549534,29.7623793164635,29.5863949826505,39.6779060126603,110.149034860697,109.752311528312,109.551214747977,109.733084905252,110.684314860817,32.7944480388939,31.3092693377691,39.6079145071182,122.616151452413,122.434678494451,121.826775024962,124.686736615345,124.727641894496,31.7992346194305,30.7976297003857,43.905083770556,112.950330149596,113.198542785636,113.311730880569,125.406383231031,125.703206591666,36.2654218579336,31.2162939253026,42.3081823158611,92.6858769564367,93.1361347676449,98.794128303404,94.8593018458822,100.37122114797,35.2045303363092,32.64467828978,36.8785381040686,111.533464161471,111.842980001303,111.240418166552,111.846384132752,111.333057377704,32.4787295353459,31.479442319102,37.843748559734,84.2892999630775,84.4013729963918,84.4192934804221,80.7952809363715,81.479877370368,36.7263075720735,34.3951164636011,47.3794502076857,95.1955666360402,94.8716894566526,95.5356885533737,95.5020972003775,99.3851980923169,33.1175577786121,31.6479869479088,50.5905847115106,129.3981760285,130.572334998594,129.693581635868,123.261828329339,123.575933447707
28.5160435126483,28.8373060696328,32.2724208949528,103.794294353195,104.672236562511,104.387981765401,108.609945465117,110.966091888798,83.1764162854329,29.7422324848098,45.5765096584208,71.6590071126845,72.4307998638891,72.8166763006096,78.3099177672481,81.0806192100203,57.0088741812716,36.2714035026262,54.4003223997409,94.1879063545684,93.8152285759053,94.0852125341488,93.6590136542162,96.2375532330225,30.4379300521382,29.8845096792884,36.977485627619,74.0071220338972,74.5666285252316,74.9318257583885,79.5419987629625,83.1586112300597,29.7587295508951,29.5836393021535,40.9504685861884,110.120952719271,109.732038714067,109.576007885171,109.648671621698,110.902478041196,32.7862284717039,31.3178282910219,40.8507733452257,122.600648130322,122.427178778956,121.866142941798,124.671619512225,124.759613598202,31.7967898597645,30.8015421202763,45.9178742310999,112.945909375057,113.190596400663,113.374585914595,125.445751420522,125.779055178197,36.1593191891626,31.214502797484,43.4242666239034,92.7134597969031,93.107171128681,99.1580621676653,94.9261970729225,100.39940072229,35.2947707524816,32.6430170239734,38.1429412574892,111.560866867848,111.83618480157,111.290182571036,111.895835430948,111.335409352607,32.4798158151258,31.4777032581498,38.6065241374851,84.2923263158617,84.3823001361224,84.4054521456362,80.7445026708998,81.5815851391873,36.4222566204768,34.394504348079,48.3750390803144,95.191358475636,94.8502479840154,95.6285058456948,95.5131948707852,99.5026512280087,33.1154635139141,31.6497475362505,52.8061152341387,129.40460827411,130.579215701503,129.736904982824,123.254844246929,123.574864041973
28.5135338762985,28.8388699751901,33.0624495749996,103.804212245615,104.665103743276,104.386707958952,108.680872780635,111.37576239067,83.1290247723751,29.7408533463166,47.5137422571973,71.6459466439439,72.4650010573999,72.8484922310027,78.327189612631,81.5868530377729,56.6218230590594,36.7520357874767,55.334714344505,94.1634483781014,93.8075749100856,94.2047829302173,93.6508245637085,96.67027583743,30.4331161264599,29.8805954315343,37.6200913999031,74.0022924301209,74.5779158767012,74.9741916612557,79.3801037517187,83.3456836985686,29.7560224666106,29.5820259902974,42.248309883361,110.098118342619,109.711678924238,109.585569400244,109.589821945053,111.126485798415,32.7760115866831,31.3255115331113,42.2361066641522,122.583627939126,122.433589219027,121.916397091978,124.667117454797,124.780395583579,31.7958792845496,30.8011568505546,48.0811517775138,112.930873279458,113.188996433854,113.418596133442,125.494467118761,125.867738434611,36.1150837124771,31.2183913762644,44.4173861099343,92.714328115815,93.1227591653711,99.513872021576,94.951723659863,100.3594252452,35.4159784635283,32.6409665692601,39.6014737946429,111.574392743875,111.825285935105,111.383878697972,111.930563042024,111.353451705661,32.4817912846416,31.4755076156328,39.3360048662266,84.2922496496747,84.3611791834947,84.386639881691,80.6926034301184,81.6920966727709,36.1551386590117,34.3924848121797,49.1286231562647,95.1772809853459,94.8189261690885,95.7285400306241,95.5342058332571,99.5522854907204,33.1144062176072,31.6494247695483,55.0491390869102,129.41728360203,130.585742034069,129.771956266142,123.251121117679,123.590559508415
