8  ACTION EYESCLOSED,8  ACTION OBSERVE,8  ACTION GRIP,8  ACTION MOVEMENT,8  ACTION RELEASE,2 ACTION EYESCLOSED,2 ACTION OBSERVE,2 ACTION GRIP,2 ACTION MOVEMENT,2 ACTION RELEASE,5 ACTION EYESCLOSED,5 ACTION OBSERVE,5 ACTION GRIP,5 ACTION MOVEMENT,5 ACTION RELEASE,7 ACTION EYESCLOSED,7 ACTION OBSERVE,7 ACTION GRIP,7 ACTION MOVEMENT,7 ACTION RELEASE,10 ACTION EYESCLOSED,10 ACTION OBSERVE,10 ACTION GRIP,10 ACTION MOVEMENT,10 ACTION RELEASE,12 ACTION EYESCLOSED,12 ACTION OBSERVE,12 ACTION GRIP,12 ACTION MOVEMENT,12 ACTION RELEASE,6 ACTION EYESCLOSED,6 ACTION OBSERVE,6 ACTION GRIP,6 ACTION MOVEMENT,6 ACTION RELEASE,9 ACTION EYESCLOSED,9 ACTION OBSERVE,9 ACTION GRIP,9 ACTION MOVEMENT,9 ACTION RELEASE,1 ACTION EYESCLOSED,1 ACTION OBSERVE,1 ACTION GRIP,1 ACTION MOVEMENT,1 ACTION RELEASE,4 ACTION EYESCLOSED,4 ACTION OBSERVE,4 ACTION GRIP,4 ACTION MOVEMENT,4 ACTION RELEASE,11 ACTION EYESCLOSED,11 ACTION OBSERVE,11 ACTION GRIP,11 ACTION MOVEMENT,11 ACTION RELEASE
30.6254640493683,30.7013416014393,30.7375780820899,NA,NA,30.6756766044934,29.6059249135399,29.5225220958468,72.335551132926,77.6604557188998,31.1871400606593,31.0832878757933,31.1735725861799,74.6948741334573,72.4471546925704,33.637167149378,33.5441518161433,33.3833517162362,103.903764202704,106.233013702667,29.9781654073778,29.9368083546474,33.2181875301177,120.6202353799,121.726881554628,30.8596102922235,29.6231442678016,32.3165552966864,120.863135309219,122.082809448438,29.7173188292583,29.0704673956979,31.6519299938987,90.7089997460058,90.0230386401904,30.943298794598,29.4532206044905,35.7224423244262,104.217384747215,109.192508061897,30.5741862018731,30.6384424058909,36.8369011457143,78.4506535307458,76.9870703006075,30.8438829001393,29.7061030965384,31.137044555248,92.5982495947346,91.1726053913316,30.7920398691643,29.7151521820427,34.33385499131,NA,124.513139686196
30.6237530383933,30.7063944195004,30.7246069017975,NA,NA,30.6247939319983,29.6051190689123,29.4912418209356,72.0256828703531,77.7475435555354,31.1823879568241,31.0828434006855,31.1689226571405,74.6639554162867,72.4644093011634,33.635573546485,33.541414739794,33.4204144997283,103.845770921875,106.260047267641,29.972387894506,29.9367272356285,33.3097957446803,120.545993752419,121.715422566548,30.8489768407651,29.6273591487478,33.1212504884109,120.773121566261,122.135587427971,29.708337190487,29.0701561394933,31.6802657625662,90.6405926757971,90.0393527314359,30.9387041128414,29.4517596863903,36.8016780733248,103.96202228451,109.574668006277,30.5783410248334,30.6373987318828,37.2415696735362,78.3092352980272,77.1618092690642,30.8304208094327,29.7036914148522,31.5353974663581,92.4398671015979,91.196036206234,30.7883419783335,29.7155011044056,34.5068829571406,NA,124.62031834585
30.6273516602764,30.7077008877356,30.7094655436965,NA,NA,30.5620673899456,29.6070577820125,29.4541929281267,71.7705030273943,77.8179383441439,31.1658732234659,31.0819924838519,31.1878882249043,74.636450165539,72.4911814802883,33.6323417784732,33.5355807133248,33.5163851931352,103.804605855505,106.300113824306,29.9712979934212,29.9341619019831,33.3307455104307,120.469473422777,121.69868568926,30.8410092929046,29.6267857655632,34.1724088201971,120.692609156786,122.166380176873,29.6983564998538,29.0690524129732,31.7815473101767,90.5732965766558,90.0518092795399,30.9337881051127,29.4471409356809,38.1658274945012,103.7214285694,109.892445148272,30.576971425981,30.6369272198439,37.7388789295401,78.1858620043462,77.3676521383013,30.8143519664665,29.6961766282144,32.0353083728053,92.2901709080164,91.2246756931366,30.7836205065652,29.7090144567085,34.6740602772195,NA,124.720732064291
30.6316429484088,30.7092156677242,30.6700300986198,NA,NA,30.5174240617093,29.6065973360935,29.4051344912515,71.5724266811764,77.8449493957218,31.1522161186748,31.0767043878664,31.2253385201772,74.5951103329422,72.5340504717285,33.6345079804656,33.5291273629895,33.646827377014,103.784947054437,106.348005998068,29.9710816953222,29.9329102484113,33.4601690601166,120.392130062219,121.713914641099,30.8344970373075,29.6243219152945,35.4952391044878,120.623214606045,122.190731467827,29.6927565513296,29.0703497471908,32.0210598749661,90.4929175868028,90.0819645652033,30.9286169316576,29.4420242071445,39.8846069166192,103.508293107338,110.166678118897,30.5793585249052,30.6343279695008,38.402344393805,78.0668308321755,77.5930442675268,30.8015721406072,29.6943780443918,32.6709247625471,92.1456026212332,91.2506392565965,30.7766555759261,29.7061226024437,34.9738729688656,NA,124.812399090174
30.6384294747014,30.7121527745398,30.6420452620417,NA,NA,30.4588561165214,29.6061915216175,29.3030074322346,71.4670508983041,77.881866136978,31.1439506926814,31.0796906820714,31.2552201700027,74.5691662710126,72.5780123468627,33.6358619362657,33.5264397933494,33.9127837631031,103.791543005047,106.398760642802,29.969103721436,29.9342364803476,33.7010708835063,120.318933843419,121.762197854195,30.8272568383688,29.623253421939,37.1134673742492,120.562298696856,122.207701293479,29.6864431782465,29.0680309119757,32.3798051051046,90.409513260784,90.1217954152172,30.9216339533319,29.441518182277,41.961135556492,103.33750785032,110.435586847372,30.5843418890351,30.6303715387264,39.112107405921,77.9851738066761,77.8695225099288,30.7822589526903,29.6934724683959,33.3757518239689,92.0116433997969,91.2769143077297,30.767626572807,29.7037639178569,35.4133105692844,NA,124.885517017669
30.6450167555357,30.7107021072778,30.6096669103496,NA,NA,30.4048735230575,29.6091305564593,29.312126273565,71.4673705419978,77.9113429536299,31.1456767992174,31.0786186294393,31.3015253608898,74.5143321903975,72.6215722150167,33.6230594837308,33.5242125718524,34.4031062966661,103.817412482942,106.459905352284,29.9610700643294,29.9380765180748,34.2447688492035,120.24507574405,121.82403841784,30.8211685075355,29.6240681475357,39.1328092415281,120.500835056817,122.252793117675,29.6775758596272,29.0666764435761,33.0024580070333,90.3137742500042,90.1789619099941,30.9136822406512,29.4409276396623,44.4172686905273,103.210297290309,110.731231493425,30.5809863191394,30.6292100962699,39.7962234103331,77.9231731900378,78.1634384184266,30.7665434137222,29.6890116729891,34.1700127541471,91.8939096742421,91.2971253947236,30.7597535884137,29.7028824314112,36.1608872146313,NA,124.974161082585
30.6557266413084,30.7094076396755,30.5389771348506,NA,NA,30.3489665708192,29.6086890369051,29.3583723073728,71.5538904710683,77.9480811870986,31.1369067396375,31.0856207344703,31.3349462490654,74.4494512359425,72.6552224828386,33.6369742102243,33.5226057232271,35.0045388175718,103.875881558656,106.529684187694,29.955439485174,29.9379118881538,35.2306763057936,120.173932977476,121.89784849339,30.818780111815,29.6272890083351,41.5503996316376,120.450658561926,122.351380945656,29.6694772951951,29.0623772465372,33.8122732678462,90.2022962451499,90.260518108282,30.90259071088,29.4412064511272,47.1932021527156,103.120876472247,111.058455539083,30.575296895646,30.6303336706378,40.4406772707324,77.9114715034695,78.4473164069324,30.751813419459,29.6906752771146,35.0170730170566,91.7964786520718,91.3261283147498,30.7630297876611,29.7041942787942,37.158385055023,NA,125.086170426508
30.6649174674667,30.7108871747915,30.4655111893028,NA,NA,30.308142504249,29.6105698391254,29.3848366669311,71.7241923733426,77.9922802120528,31.1243686440153,31.0846701268028,31.3531709608247,74.3819723476503,72.7176610290059,33.6453489894511,33.5167671178664,35.7974395818756,103.959255262544,106.600903615514,29.940263811022,29.9410450423665,36.62714742978,120.100431512601,121.982381388693,30.813188717843,29.6269014463673,44.5349002691959,120.408257623785,122.509898277846,29.6609700616095,29.0613423332258,34.6007817840959,90.0769526976801,90.392950357997,30.8889339304704,29.4379010958465,49.9837491464072,103.053591299959,111.402914671443,30.5859522202068,30.6290712199545,41.0792689376371,77.9186166993003,78.7424198597627,30.736139063,29.6908920705085,35.9682480822801,91.7117737066575,91.3642222619297,30.7671735103666,29.7075142784829,38.4448623953978,NA,125.240261711542
30.6671437979349,30.7064210310043,30.4105439083047,NA,NA,30.2686193508924,29.6118903772843,29.3943038859059,71.9511039012926,78.0731307272129,31.1193412084249,31.0896871906114,31.4370761735052,74.3115727606248,72.7644507987021,33.6513663028118,33.5105001767555,36.8218391774549,104.063684105668,106.675014808865,29.9289871065101,29.9426424914074,38.5145475608706,120.031572658108,122.081102991476,30.8119958056276,29.6268141103811,47.6789279135772,120.372885823494,122.768788504704,29.6581759410676,29.0654543765265,35.5109739517348,89.9500356692446,90.613373072485,30.8789658977106,29.437718316018,53.1257242772671,103.014566288761,111.73110253781,30.5740048044811,30.6291877144621,41.746954081695,77.9131483960263,79.0445683455474,30.7255556500257,29.6885128515026,36.9798754093444,91.6389236592614,91.3952597235436,30.7674779265812,29.7116624834748,39.9580543192966,118.129114364717,125.446428720429
30.6663521005277,30.7053224421937,30.2775978113043,NA,NA,30.2320891624653,29.6106185215743,29.4290309895022,72.2517877267346,78.175602615126,31.1235145385222,31.0977602651355,31.4618250119142,74.2420013725393,72.8006368493833,33.6420722358884,33.5068954636491,38.1488718106165,104.198871173961,106.743214898101,29.9211141394695,29.9496608806101,40.9201828957673,119.957737371925,122.193620075301,30.8079884722817,29.6268968594762,51.0141417039193,120.346633680921,123.094668075937,29.6521558804186,29.066415058652,36.4678288096859,89.8255245493734,90.9275773282787,30.8725655010287,29.4398172271834,56.3555683823302,102.988485038561,112.024122109226,30.56321034396,30.6303936433518,42.625973272132,77.9008743067646,79.3694937823943,30.7177363723169,29.6906156313935,38.0744195351012,91.5803519613416,91.427671808021,30.7648466606375,29.7118461669317,41.5602087755346,118.259829842983,125.691214017638
