4 ACTION EYESCLOSED,4 ACTION OBSERVE,4 ACTION GRIP,4 ACTION MOVEMENT,4 ACTION RELEASE,4 GESTURE EYESCLOSED,4 GESTURE PLANNING,4 GESTURE GRIP,4 GESTURE MOVEMENT OPEN,4 GESTURE RELEASE,6 ACTION EYESCLOSED,6 ACTION OBSERVE,6 ACTION GRIP,6 ACTION MOVEMENT,6 ACTION RELEASE,6 GESTURE EYESCLOSED,6 GESTURE PLANNING,6 GESTURE GRIP,6 GESTURE MOVEMENT OPEN-CLOSED,6 GESTURE RELEASE,12 ACTION EYESCLOSED,12 ACTION OBSERVE,12 ACTION GRIP,12 ACTION MOVEMENT,12 ACTION RELEASE,12 GESTURE EYESCLOSED,12 GESTURE PLANNING,12 GESTURE GRIP,12 GESTURE MOVEMENT OPEN-CLOSED,12 GESTURE RELEASE,9 ACTION EYESCLOSED,9 ACTION OBSERVE,9 ACTION GRIP,9 ACTION MOVEMENT,9 ACTION RELEASE,9 GESTURE EYESCLOSED,9 GESTURE PLANNING,9 GESTURE GRIP,9 GESTURE MOVEMENT OPEN,9 GESTURE RELEASE,5  ACTION EYESCLOSED,5  ACTION OBSERVE,5  ACTION GRIP,5  ACTION MOVEMENT,5  ACTION RELEASE,5 GESTURE EYESCLOSED,5 GESTURE PLANNING,5 GESTURE GRIP,5 GESTURE MOVEMENT OPEN,5 GESTURE RELEASE,7 ACTION EYESCLOSED,7 ACTION OBSERVE,7 ACTION GRIP,7 ACTION MOVEMENT,7 ACTION RELEASE,7 GESTURE EYESCLOSED,7 GESTURE PLANNING,7 GESTURE GRIP,7 GESTURE MOVEMENT OPEN,7 GESTURE RELEASE
NA,31.5415838097285,35.138302746243,92.6295808470858,90.9170074598014,32.5394274180913,30.2724560014078,30.2982301475111,104.114525381094,84.5700660667653,44.9635550256094,27.5781172289597,32.6976889270379,94.3680728884352,93.9729216556084,30.4963672535051,29.4836649273731,45.15836045983,81.2456732169026,62.5960821953209,31.9530900085397,27.6815259223418,29.1902060037928,125.942545288629,125.591937916526,29.5245964938027,29.991665598742,37.4977156319451,95.4747671285075,73.2944292773297,32.3997343303761,31.168678155916,31.5579282116572,111.554520779044,112.033432101537,32.0546490789339,31.8170849021012,34.5832969776598,75.1265346527709,59.2234262338298,39.1542937759171,30.24392452203,34.8178864034048,93.4521518470677,90.3844306278044,31.2452971573153,31.1297127145505,47.4466704374282,93.4829937866824,83.4699845943637,31.3352916530015,31.7962811339936,32.9830062833379,108.686723244951,110.5623436381,31.0776571945746,31.6205930947025,32.5550889145398,97.9617697730447,89.8077304374376
NA,31.507102998782,35.456504474729,92.4627843842978,90.9893124723139,32.4902958572571,30.2773986974968,30.4223688332587,103.94348603277,84.3963011690091,44.8226484568716,27.5798787068648,33.3348367761867,94.2971565392556,93.9422001056562,30.4916334427364,29.4859550727882,46.2615987893224,80.4957597292442,63.8919118011856,31.9600018144717,27.6937519151229,29.210218429426,125.733132109334,125.894500684006,29.5295887221796,29.9948626782283,38.1703967266928,95.3603450776603,73.8470544937501,32.4015564161118,31.1764318682355,31.6553286854056,111.34469688281,112.144485424346,32.368250551344,31.8194838271671,35.3022476641627,75.1899444187896,58.9981457838656,39.172862404828,30.2369147339088,35.8012009359421,93.3639517510125,90.4655444469026,31.2352231291879,31.1243518741697,49.4441754905991,93.5771272792981,83.9728880412249,31.3440677609554,31.8002040759516,33.2931942613568,108.626265104619,110.685750430893,31.0591836196034,31.6452696082141,33.2237578564908,97.9800988703719,91.7704568541496
NA,31.4094157479039,35.7533459297353,92.274024345513,91.09848792431,32.4561777550287,30.2778295594407,30.6437794513991,103.829292531847,84.1847249473818,44.6509735740303,27.5866260601435,34.0130620703821,94.2302133175265,93.919348234063,30.4837899344308,29.4873132691755,47.2917334535858,79.6220477415141,64.8825619528435,31.9536555986484,27.7041461972247,29.2867848516738,125.487865888701,126.177639720871,29.5382892555643,30.0009428497797,38.877960883685,95.2852513890633,74.3511524321213,32.4037792293307,31.1840517699822,31.9459823394122,111.125360135624,112.24062775801,32.7508892594435,31.8205591648843,36.0699650546251,75.235014489786,58.7360254600818,39.1852637063253,30.2375178999436,36.8775675401667,93.3371569014948,90.5341543651404,31.2138303535218,31.1136318182702,51.0914314225825,93.5510127535609,84.3784083331619,31.345713048226,31.7982942884079,33.6910331196072,108.568167206324,110.822141808337,31.0575972571149,31.6718035356582,34.1067565906122,98.0243897119391,93.8769436497371
NA,31.3596913801107,36.0545087171445,92.0865625757302,91.2497689810715,32.4208220409586,30.2773361793243,30.9937477093729,103.700939842487,83.9130605455502,44.4985540937689,27.6003023212527,34.7770849771776,94.1728530902562,93.8931211513167,30.4823636488557,29.4955191069339,48.2558525267693,78.6901286362744,65.5786529832098,31.9617140869775,27.7083313268125,29.380549027258,125.230305709624,126.425632433626,29.5403091104546,30.0055169707309,39.6025553748114,95.2355666386197,74.8025977691265,32.401505940683,31.1888997385567,32.4786800528492,110.906232772411,112.323677813557,33.1607084745431,31.8287532548942,36.9816596876654,75.3161800758181,58.4383934081877,39.1863526566299,30.2304564771803,37.8674461125655,93.3048566758431,90.60108976271,31.1854094054506,31.1134797545211,52.4073202024335,93.4510008676006,84.7450107063421,31.3430073692704,31.7969164832066,34.1200849266054,108.520512310196,110.952952137958,31.0446609061499,31.6976057048407,35.3434378099724,98.0806895413871,95.9402253543924
NA,31.3511282692706,36.1510107198112,91.9028752165289,91.4149053553595,32.4023003334807,30.2779284162647,31.4022017978026,103.532590751139,83.6266588644098,44.3266430377687,27.6032615071076,35.6048479427831,94.1061667904909,93.872625532586,30.4751890882861,29.5040636771732,49.1588772334872,77.7629159886185,65.8979488685581,31.958886202283,27.7160550656521,29.4994671933635,124.980712318302,126.636786065722,29.5426404424022,30.005447051279,40.3158079130698,95.1971399515142,75.181344981062,32.4002296126322,31.1893445723202,33.2802485503883,110.68543502499,112.418885511567,33.5725133131598,31.8346805441594,38.0787658711481,75.3513045860233,58.1622697838392,39.1892442835318,30.2275512065701,38.7453925393647,93.2353334647602,90.67821672787,31.154478757603,31.1117207736156,53.4427938742066,93.1916499934078,85.2668707632781,31.3299790043695,31.7842990699639,34.5699771717247,108.499295082236,111.094142310348,31.0236183413203,31.7181505808388,36.9475233212255,98.1485393662298,97.8414834995234
NA,31.3418723146548,36.2264680637182,91.7482587767258,91.6087532869213,32.3885059203019,30.2817940626577,31.9691860326578,103.380073295254,83.397659027481,44.1318621800819,27.5879294616077,36.5099423761676,94.0303903757937,93.8478709558256,30.477804450212,29.5118844090922,49.9440530943823,76.8020071750193,65.9659229375616,31.9508778202021,27.7154246071327,29.6303123959769,124.726278932728,126.815722029169,29.5447656339645,30.0049842811999,41.0109157582094,95.1727694622814,75.5029477445578,32.4029310979172,31.1931094648897,34.4273822933027,110.466084110754,112.525394268893,33.9432638499941,31.834175812421,39.3527656649186,75.4305063132911,57.9222079867238,39.1824678517606,30.2231938906069,39.5905169208398,93.1328624382665,90.7690796363627,31.1293037368141,31.1171016611034,54.0682857252778,92.8089162242944,85.6215153271489,31.317762795668,31.7911212402613,35.2357269240405,108.497343733147,111.264736404697,30.9951409795055,31.7365030826128,38.9169365290705,98.2598392964098,99.4117654430861
NA,31.2491795303221,36.290019280873,91.6078331505972,91.7850083111843,32.3965937103538,30.2818172033438,32.6785456392556,103.236234233096,83.1475168974186,43.9308332673037,27.581510896887,37.5460752786225,93.936925040915,93.8263970194001,30.4808551073048,29.5215590476888,50.5866903615982,75.9294580907143,65.9528011114051,31.9582685665445,27.7145719036956,29.73785557873,124.499207167078,126.962904137798,29.5446616392365,30.0020546048071,41.7162464019497,95.144383481745,75.7551871204293,32.4053260490393,31.199387122805,35.7849504339647,110.253781443475,112.632321019676,34.2658944292436,31.8366662442626,40.8367123177498,75.5072761528701,57.6985586051701,39.1667605596195,30.2230533357749,40.3894541449111,93.0610922968591,90.8399884066253,31.1160233510097,31.121311887174,54.645725265762,92.3043973719665,85.7861310534444,31.2988119510377,31.784190204878,36.1453481392717,108.502354078857,111.433935555256,30.9758154456655,31.74719928315,41.2052956409731,98.381285989629,100.591432784509
NA,31.2028545990477,36.3369011233941,91.5487693615194,91.9747534007942,32.387843490557,30.2818367747318,33.4489607149953,103.056029396843,82.8915002383394,43.7268152793597,27.5788589461041,38.7536600424281,93.8432463508668,93.7939144646995,30.4770282434906,29.5297428434037,51.0499050468073,75.211179919218,65.9318909139483,31.966345241037,27.7176102596603,29.8205260762524,124.318020051726,127.073849431597,29.5428800497799,30.0023839778385,42.4757195670906,95.092182189824,75.9251132413758,32.3999778867302,31.2040682283665,37.3936181921708,110.050832826808,112.727625082001,34.5346226532505,31.8323571450012,42.4679458428946,75.5520889746131,57.5457567117052,39.1332290154985,30.2168294024397,41.1965996811612,92.9670093532516,90.9413179033375,31.0994005557601,31.1334053743394,55.1225869425882,91.7651194260579,85.8998285653065,31.2738034447871,31.7735359620663,37.2579658932042,108.509811674613,111.590516435938,30.9576768080785,31.7598054955744,43.7975130991773,98.5115649741327,101.455903885401
NA,31.1799690995071,36.6132164801921,91.452898549681,92.1401734211622,32.3845999837767,30.2836685832245,34.2467657226261,102.944900209536,82.5917160803029,43.4945359441068,27.5666536218097,40.0964599978952,93.7509267789486,93.7761077707711,30.4713144985557,29.5426093822826,51.3084282443855,74.6270158386703,65.8187128136981,31.9707708577041,27.7182257477264,29.9122165928326,124.200132646667,127.173561565694,29.5335347022663,30.003516131898,43.3161717035338,95.0257685526281,76.0002683692076,32.3939127101935,31.1979730093527,39.2123884190199,109.861542808383,112.820195511964,34.72782970297,31.8332456163051,44.2394100462281,75.6631780690791,57.5088033583689,39.0910866754416,30.2114545979341,41.9996864841116,92.8753608556231,91.0577948762848,31.0868805652767,31.1404226015149,55.4683323349064,91.2267527032963,85.4922457026847,31.2585574318046,31.7579674048395,38.7380562768306,108.553190155677,111.728668409319,30.9473070999691,31.764466904411,46.7713336267385,98.5904651033546,101.872608270372
NA,31.2127857474014,36.9799153091833,91.4910308859296,92.2601218176678,32.388381275463,30.279233994588,35.0544413594661,102.855008900431,82.2389790619145,43.2549766741075,27.5589238685394,41.5608401868153,93.6752024367311,93.7737667036929,30.4655853976544,29.5558204913291,51.3831257667697,74.3149510954395,65.538335740584,31.9693244979462,27.7162170111754,29.981442468527,124.130367418496,127.274279301433,29.5252310222712,30.002585605641,44.2752709006651,94.960532171326,76.0251808540719,32.3897982716862,31.1950719278577,41.0412647689844,109.685734648168,112.909812300532,34.8865805338062,31.8242417658192,46.1549853845975,75.7804135697245,57.5070888133749,39.0323086837439,30.2078031479608,42.7644340703384,92.7751838885926,91.1723507601823,31.0898342234362,31.1210731610847,55.7210950833215,90.7258341453195,84.7479197117226,31.2514610925565,31.7585738228372,40.3767832899129,108.597125526633,111.874471484508,30.9425487453508,31.7700193737869,50.0915511843103,98.5530864876646,102.115507713045
