8 ACTION EYESCLOSED,8 ACTION OBSERVE,8 ACTION GRIP,8 ACTION MOVEMENT,8 ACTION RELEASE,11 ACTION EYESCLOSED,11 ACTION OBSERVE,11 ACTION GRIP,11 ACTION MOVEMENT,11 ACTION RELEASE,1 ACTION EYESCLOSED,1 ACTION OBSERVE,1 ACTION GRIP,1 ACTION MOVEMENT,1 ACTION RELEASE,3 ACTION EYESCLOSED,3 ACTION OBSERVE,3 ACTION GRIP,3 ACTION MOVEMENT,3 ACTION RELEASE,10 ACTION EYESCLOSED,10 ACTION OBSERVE,10 ACTION GRIP,10 ACTION MOVEMENT,10 ACTION RELEASE,2 ACTION EYESCLOSED,2 ACTION OBSERVE,2 ACTION GRIP,2 ACTION MOVEMENT,2 ACTION RELEASE,4 ACTION EYESCLOSED,4 ACTION OBSERVE,4 ACTION GRIP,4 ACTION MOVEMENT,4 ACTION RELEASE,6 ACTION EYESCLOSED,6 ACTION OBSERVE,6 ACTION GRIP,6 ACTION MOVEMENT,6 ACTION RELEASE,12 ACTION EYESCLOSED,12 ACTION OBSERVE,12 ACTION GRIP,12 ACTION MOVEMENT,12 ACTION RELEASE,9 ACTION EYESCLOSED,9 ACTION OBSERVE,9 ACTION GRIP,9 ACTION MOVEMENT,9 ACTION RELEASE,5 ACTION EYESCLOSED,5 ACTION OBSERVE,5 ACTION GRIP,5 ACTION MOVEMENT,5 ACTION RELEASE,7 ACTION EYESCLOSED,7 ACTION OBSERVE,7 ACTION GRIP,7 ACTION MOVEMENT,7 ACTION RELEASE
NA,29.8159898254152,30.9633045447615,107.371850011338,110.974592452281,30.0406145537829,28.5492997121052,37.7139400384478,122.202901527402,122.605281239087,30.115268397781,29.4160934842527,29.4386327678922,75.2915446520595,77.2518751073526,30.2241899553053,29.7290984453494,29.7824900616662,78.2007750163329,79.5908343770115,30.4704147762171,29.7454852860321,30.92567625159,123.057549827049,122.662554879872,31.2521839796652,30.1296553700148,30.1368364611491,81.1477009683815,78.1271595216768,31.966912770767,30.1537529080049,31.6190668311942,92.8675411140117,94.8502593319195,31.5885561391891,29.6277219380231,31.9953821952011,92.7748561004071,95.7393981588253,30.6281511629672,29.8282484976382,37.2147994828801,122.181724747643,123.271183106344,31.3730968224909,31.4977051426077,32.2411603671281,109.197187950837,110.868501396457,31.8757382891691,30.7479549592612,30.8632003005901,92.3118064153828,93.4798475626327,31.8774867523209,31.6134159876647,31.7313004670677,107.516606589926,113.823076458843
NA,30.1180259224924,32.0114710729886,107.402958392845,111.156890672536,30.0336886630375,28.5478226614784,38.1308550087596,122.116227195425,122.653880669658,30.1129182939352,29.4135733450375,29.4390695795432,75.1585114259221,77.3308202640564,30.2174040671213,29.7295107350802,29.7800626005141,78.2248061557157,79.6223523481928,30.7546922832034,29.7475634075077,31.0628685418718,123.353807041079,122.607563191012,31.2440608265394,30.1302260361583,30.1349560764905,81.0670404657793,78.1777917341988,31.9576250612867,30.1559721603526,32.0460434631983,92.8098028395695,95.0024605580153,31.5674856198904,29.6298574299546,32.4201420207563,92.7226412866107,95.7988399925561,30.6223884109742,29.8274350963317,37.8773893514652,122.159607045197,123.337646314022,31.2618275918006,31.494860537146,32.2523413485485,109.138258044297,110.877766802717,31.8578519251337,30.7458460075367,30.9505710448794,92.3486649179935,93.4838732560647,31.8712014427963,31.6088056457851,31.7999641000795,107.464992695853,113.918815628965
NA,,33.4308901740105,107.402497060319,111.31229941351,30.0279074270291,28.5457835142866,38.7310864490269,122.065003122596,122.71075010537,30.1170826344576,29.4115277810881,29.4429972191443,75.0344591893091,77.4541766506874,30.2079004805853,29.7282858272327,29.7723144321574,78.2455144800119,79.6517620144168,31.0446162166588,29.7518294778627,31.2589306214048,123.633164973555,122.549072057593,31.2330976030575,30.1304469027061,30.135852642115,80.975472205395,78.2277371246789,31.9497569859574,30.1570063569118,32.5386768747842,92.7638077091543,95.1643586588358,31.5487115690354,29.6334410007667,32.8327039691196,92.6856748524071,95.90157597564,30.6195522239565,29.8188649925478,38.6131542186135,122.161095600116,123.395767928857,31.2132543087458,31.4928169049486,32.2176271131894,109.081669342136,110.909666381159,31.8403265797759,30.7499360697818,31.1015619327046,92.3765260600493,93.4703657025127,31.8659973626193,31.608640548424,31.9485778288273,107.435651642651,113.960426457091
NA,,35.2804608849325,107.425524778659,111.44879087358,30.0170766819741,28.5441078326311,39.2972921058355,122.029307834109,122.751180053848,30.1247089032327,29.4092536666522,29.4375791716785,74.9247053157735,77.6908134515119,30.2007615778917,29.7271748359736,29.757659623181,78.2585220777873,79.6857777477004,31.330921388336,29.7563855230214,31.5141666333037,123.901951794099,122.474204977196,31.222419120002,30.1305613691852,30.138899660681,80.8747980574887,78.2890410588954,31.9442163301377,30.1585485498604,33.1163650072221,92.706847361387,95.3190273682561,31.5275349559976,29.6333665513189,33.209086518632,92.6700762872704,96.0321978410657,30.6123371616266,29.8139787224099,39.3687998523842,122.147670638326,123.435094229299,31.2108681810933,31.4941058525089,32.2093359250791,109.026933202901,110.959019282772,31.8305148100684,30.7520350007431,31.4000423939437,92.4217240012297,93.4653762006098,31.8558847070086,31.6069577164987,32.1430081242039,107.435482874587,113.895105759499
NA,,37.4667565291633,107.445716929488,111.573635160813,30.0094349659886,28.5434455880137,39.9054094102774,121.989442433022,122.794457635076,30.1325032759286,29.4056191006356,29.4439235964783,74.8231937574063,78.0524480894111,30.1955906081307,29.7288291032939,29.7494898904436,78.2747251513385,79.7345688435407,31.6045124268587,29.7623471556218,31.7991991506608,124.119351086529,122.388105384243,31.2147413427262,30.1318863848166,30.1386968093711,80.7587918722497,78.347104386227,31.936345406786,30.1589744395384,33.7082524426201,92.6679982423028,95.4508607058143,31.5019593865226,29.6365379343774,33.5665273273476,92.6590834090488,96.1848978437101,30.6046353802347,29.812905039232,40.1679483710546,122.142460919502,123.457060566351,31.2388092207554,31.495703870739,32.3418866815198,108.966830490927,111.014981205801,31.822571721202,30.7523251263536,31.8274060187705,92.4439060261998,93.4708858244469,31.8488555285726,31.6080695167113,32.3836412764598,107.427936765784,113.819498690369
NA,,39.877481267752,107.446162355634,111.673899470546,30.0017996274152,28.5397691921633,40.6713311553084,121.974956018064,122.838075500458,30.1461745471993,29.4032954176305,29.4917026235735,74.7357671361673,78.5316448913986,30.1935019591709,29.7287476025476,29.7482959668203,78.2845985467389,79.8201366380597,31.8483274534301,29.7648013370131,32.1897587569706,124.320918555632,122.30912672714,31.2110585686572,30.1317998638452,30.1389873360518,80.6108123339518,78.421618863657,31.9309854302934,30.1607155932178,34.3805038998909,92.6264474427582,95.5747456310248,31.4790468568632,29.64042752447,33.8574733153639,92.6597430868776,96.3683700580658,30.5964540526359,29.8139342659647,41.0465884143525,122.147342819818,123.47082641422,31.2706022150311,31.4965300769004,32.664696886627,108.915574645155,111.061542072285,31.8100193219462,30.7476619409737,32.3597088938981,92.4639600153553,93.4735153471003,31.8409588325895,31.6092413497339,32.6564288482046,107.437467803362,113.706379704176
NA,,42.6693366931633,107.435072307999,111.757029764006,29.993797308913,28.536450835928,41.5079237937661,122.0408828177,122.88758789033,30.1574832227076,29.4068320285159,29.596917474889,74.6518410797376,79.1226027814642,30.1897296056265,29.7272758000534,29.7970859605001,78.278315166029,79.9599874983465,32.0674232037742,29.7671988732819,32.6773349428369,124.512143151682,122.251574999193,31.2008806892028,30.1312122696457,30.137468509266,80.4193818278897,78.4997796410795,31.9273604751478,30.1622982294908,35.0785182562864,92.5962061643241,95.6925510370195,31.4449727415767,29.6501029942645,34.0965418896266,92.6398665400325,96.5618692012473,30.5862472866169,29.8157779566334,41.947198968678,122.147479862532,123.468812233498,31.287071141413,31.4945962712083,33.2666966531802,108.870706917873,111.117231340063,31.7995038233289,30.7498273298145,32.9945513800021,92.4928007854359,93.4557650186419,31.8313846066095,31.6161847263181,32.9108080184613,107.450230201683,113.566722109251
NA,,45.3514649228278,107.483571399935,111.819917525484,29.9902477612774,28.53366893522,42.6757435072106,122.062441396642,122.961158780091,30.1678429802178,29.4146749712741,29.7678412581521,74.5766733210025,79.7961512768051,30.1856360988143,29.7261656806944,29.9364256218089,78.2670185975193,80.1914096773056,32.2527541614768,29.764548093083,33.1959769753123,124.691691134749,122.216072924451,31.1895931133564,30.1334420020779,30.1405201813588,80.1736844631527,78.6032029768591,31.9239984745286,30.1623295355575,35.8215092859264,92.5591825373052,95.7796339784401,31.4120451284267,29.6560264647387,34.3549181939771,92.6374254659297,96.795559961049,30.5794366294218,29.8146021320272,42.8598852872607,122.125000797347,123.462248672855,31.3151517830249,31.4993182231633,33.951787322888,108.844846590162,111.173224848401,31.7888884513576,30.7503155589824,33.6577763385385,92.4994245713604,93.4379301039753,31.8188470801683,31.6237433121737,33.1774694900313,107.476280304562,113.381466598242
NA,,48.2051979871383,107.441697242272,111.867186046684,29.9826798795908,28.5369519517691,43.9507463214124,122.084398724244,123.033919126964,30.1728011672287,29.4174721845362,29.9794467968224,74.5180990446089,80.510458766609,30.1816864867569,29.7281291861262,30.194158559472,78.2535362625938,80.5257630208477,32.3997548176295,29.7669965143761,33.8581725690384,124.836578114355,122.210965728142,31.1924940175183,30.135322890045,30.1438048201083,79.9005091270593,78.7099288676667,31.9220754115379,30.1609075834046,36.4936051035944,92.5069208115044,95.8617444205939,31.378961816553,29.6561471479693,34.6464295213413,92.6143005507912,97.083549483561,30.5676370205263,29.8160328865629,43.9505720900004,122.106635394584,123.478017899861,31.3549454849702,31.5009633703787,34.9522248957279,108.824676014672,111.2187614995,31.777948423927,30.7487536513764,34.3274738702535,92.4997584762398,93.4077840254626,31.8088645704898,31.6313418426644,33.4854716090825,107.505349190448,113.178157725333
NA,,51.125045920657,107.519302317848,111.855985172504,29.9733032809976,28.5386182578218,45.3491883538251,122.167202992942,123.111513614723,30.1684870316646,29.4197893787159,30.2181059645245,74.4662037267008,81.2819859021723,30.1790094448151,29.7282071987732,30.5842235327152,78.2369872914065,80.9644277858097,32.519509341736,29.7698711846032,34.6063445709403,124.964815541591,122.225831014422,31.1969913399931,30.1366001490783,30.1424526385857,79.6191989675259,78.8416637906262,31.9211934936666,30.1612764050214,37.1419161351054,92.4592779025039,95.9294843526817,31.3457373803164,29.6601469388243,35.0427095392507,92.5773925479202,97.4072139493819,30.5572129050152,29.8205946601748,45.2052909973283,122.089984648577,123.539490065516,31.4012171343422,31.5016693698742,35.990253147502,108.811762277201,111.248696160089,31.7657697264681,30.7484219347206,35.0230280664307,92.5194899572807,93.4111184511676,31.7937315671298,31.6345572542261,33.8037453262874,107.533815493976,112.904218108136
