10 ACTION EYESCLOSED,10 ACTION OBSERVE,10 ACTION GRIP,10 ACTION MOVEMENT,10 ACTION RELEASE,10 GESTURE EYESCLOSED,10 GESTURE PLANNING,10 GESTURE GRIP,10 GESTURE MOVEMENT OPEN,10 GESTURE RELEASE,4 ACTION EYESCLOSED,4 ACTION OBSERVE,4 ACTION GRIP,4 ACTION MOVEMENT,4 ACTION RELEASE,4 GESTURE EYESCLOSED,4 GESTURE PLANNING,4 GESTURE GRIP,4 GESTURE MOVEMENT OPEN,4 GESTURE RELEASE,9 ACTION EYESCLOSED,9 ACTION OBSERVE,9 ACTION GRIP,9 ACTION MOVEMENT,9 ACTION RELEASE,9 GESTURE EYESCLOSED,9 GESTURE PLANNING,9 GESTURE GRIP,9 GESTURE MOVEMENT OPEN-CLOSED,9 GESTURE RELEASE,5 ACTION EYESCLOSED,5 ACTION OBSERVE,5 ACTION GRIP,5 ACTION MOVEMENT,5 ACTION RELEASE,5 GESTURE EYESCLOSED,5 GESTURE PLANNING,5 GESTURE GRIP,5 GESTURE MOVEMENT OPEN-CLOSED,5 GESTURE RELEASE,2 ACTION EYESCLOSED,2 ACTION OBSERVE,2 ACTION GRIP,2 ACTION MOVEMENT,2 ACTION RELEASE,2 GESTURE EYESCLOSED,2 GESTURE PLANNING,2 GESTURE GRIP,2 GESTURE MOVEMENT OPEN,2 GESTURE RELEASE,8 ACTION EYESCLOSED,8 ACTION OBSERVE,8 ACTION GRIP,8 ACTION MOVEMENT,8 ACTION RELEASE,8 GESTURE EYESCLOSED,8 GESTURE PLANNING,8 GESTURE GRIP,8 GESTURE MOVEMENT OPEN,8 GESTURE RELEASE
73.0142562545486,30.383853573998,41.9959305085596,123.426808256975,123.339767903529,29.0779462934285,29.0777080984853,30.0013136518361,105.574222066442,103.148491849687,40.7181395070425,28.625432160284,31.1368262223784,95.5691566259021,96.5213255164311,30.885265149838,29.6876591239957,36.7303099966627,75.5464836109849,95.459324396319,47.0374568805464,30.4732305069961,38.5917662427621,106.909594184457,106.790271108863,29.3546993662751,28.3417926016525,29.2721600070836,92.0115163165437,85.039892392552,31.0761558563834,30.7995704584991,34.5148568035913,93.2493618636986,92.8926139540495,31.0404027732534,30.7363774797706,33.4740737646778,95.3502673040755,69.4718164600689,30.6253127561462,30.1803460821094,31.9810171469877,76.8631207090354,83.7799687237561,31.7532202932146,32.8997483741327,33.6929180205333,103.208645186992,82.5126294722162,34.8883320955803,30.6852775879442,34.1012284015641,107.802132576437,108.732071956556,31.9460581503263,31.3284265614664,37.6206383285182,85.9884862762805,86.6215188009674
73.2826420311944,30.3811837067275,44.7560321341117,123.439870501143,123.565329998564,29.0738711526974,29.0732782013821,30.2533622051267,105.456162284007,103.108165210119,40.6392214727337,28.6181905883093,31.3304580328461,95.4545472175005,96.4693078408209,30.8827649723875,29.6894470255988,37.9658015440434,75.2078130550937,94.6581709907046,46.2803079494812,30.47443213661,40.5486428794542,106.942857927408,106.885575048322,29.3509389078111,28.329022268748,29.8523258628148,92.0158390519396,87.1242189289341,30.9246967707752,30.8015617299954,34.3990071452815,93.1540451790829,92.9256578131918,31.0257006534994,30.7356641726031,33.953439107464,95.1747023398607,69.9436423353638,30.5982328118833,30.1752743293794,33.1346844533902,76.8099207234738,84.0205807249664,31.7477642434084,32.8945639305402,33.8331630007106,102.74131639991,83.3276868555551,34.9779580622433,30.6889931561371,34.4668085895254,107.630139212386,108.723820894393,31.9328482739415,31.3234210566636,39.4293079883701,86.1534250801519,86.9550013030538
73.5186357731599,30.372483807365,47.5611272483752,123.52973690992,123.778197627415,29.0699324665519,29.0825130238975,30.606647130429,105.331800080371,102.988193553958,40.5526386758399,28.6167572721454,31.5304716803134,95.3094270758744,96.4202049661271,30.8785415895106,29.694178541587,39.4395779932156,74.8018507964128,93.5889980920463,45.5860009674037,30.4771932120037,42.8217887412092,107.004732170241,106.982948133891,29.3455675202969,28.3189770336925,30.6376493553588,91.9255510507144,88.9806288187955,30.8327134376792,30.8084190924323,34.2315400588699,93.0605785081843,92.9441782844365,31.0130477983285,30.7361932950368,34.4572768822584,94.9710716372173,70.4488099629331,30.583961461433,30.1617975658604,34.5996113311191,76.7744085777182,84.2093121810558,31.7499191715142,32.8830558600335,33.9689335597042,102.35546332635,84.2646214947778,35.0678500299416,30.6947714949629,34.7978252868412,107.476227627323,108.720256087882,31.9294461500264,31.3191622079486,41.413153215225,86.3671809931642,87.1994699215697
73.748328128582,30.3618161481566,50.3233012024955,123.602815179555,123.957507458227,29.0712608007368,29.0772278163335,31.0609191531814,105.196970326684,102.729452499211,40.4598448161792,28.6054040127759,31.6506851040036,95.1294219956128,96.3968970253793,30.8740655452002,29.6933662748333,41.2280722866095,74.2727000245623,92.4257582091542,45.0011847630021,30.480403383122,45.4138885143519,107.139603975895,107.09547447053,29.3398103835039,28.3142568926993,31.5986442607718,91.8040298067475,90.6297630858073,30.7187754521716,30.8177839342459,34.079205660841,92.9716305823809,92.9761892827683,31.002144822673,30.7324122062738,34.9435260737001,94.7938598361689,70.9888951383882,30.5710775769897,30.1445247266877,36.3111521038143,76.7471130471435,84.2935778330378,31.751548781141,32.8794267197655,34.1036082734255,101.993957576927,85.379706721986,35.1431201397001,30.6962434658046,35.2579915432632,107.345661205435,108.712648984745,31.9356461042781,31.3186796706916,43.5067622227688,86.6001532863931,87.2004767086307
73.9825645836921,30.3507600661491,52.9936928647509,123.679564006994,124.121567785784,29.0752559660171,29.078864201807,31.5856592866314,105.079071715753,102.41797657887,40.3663291158336,28.5988156505892,31.7338979796106,94.9071919840333,96.3786080201076,30.8700049747487,29.6845690159664,43.27788161401,73.6720482990091,91.2621293386455,44.5114863566536,30.4838284560004,48.2121732781852,107.281593929511,107.203828653431,29.3299545116541,28.3158192645349,32.775833522623,91.5214383581961,92.1207628953221,30.6406389586384,30.8241459388639,33.9402401347637,92.8978429843949,93.0395223070694,30.9897766688318,30.7330148282904,35.5190628750663,94.6524725901534,71.566463274637,30.5693806649946,30.135620037919,38.2243774284792,76.7331707840824,84.3811072380818,31.7495148910686,32.8838655617026,34.2275384405204,101.5437437939,86.5492616704082,35.2073392945705,30.6909096926114,36.0005134697756,107.231291005718,108.709342283569,31.926580666923,31.3169722122875,45.6569950665132,86.7998693606461,87.1059148198959
74.2218262743403,30.3348388168112,55.588024183291,123.776929165537,124.224831055317,29.0726878972431,29.0853844854416,32.1600112606561,104.96299051434,102.097003872961,40.2475566543034,28.5947783683302,31.8512540667991,94.668347266139,96.4201468829059,30.8668141711973,29.6813961173184,45.4400445911118,73.0060381736045,90.4665014996962,44.0409301502108,30.4838358990143,51.2099014228652,107.443616123754,107.322756528091,29.3334376669899,28.3170775947472,34.048530714513,91.2504030475409,93.2642559828017,30.5845043574464,30.8313043391246,33.8317333691553,92.8351372648368,93.1263545058782,30.9854636362054,30.7331894051128,36.163247474824,94.5150678474027,72.1548590201576,30.5729406436714,30.1303484002391,40.1294662735781,76.7536115018924,84.4799212954195,31.7515399159166,32.8837527118817,34.3313012682399,100.997139146819,87.5848561189983,35.2531453512164,30.6885379582571,36.9252180056753,107.148502034705,108.720632227523,31.9258257738833,31.3141713090613,47.8274113760099,87.0102981604811,86.931162952328
74.4265407264159,30.3159922592327,58.179053090128,123.838141595493,124.280891375746,29.0763242210001,29.0956518430489,32.7448823268828,104.849873068751,101.671135502385,40.1106822545103,28.5901299925544,31.9022290566872,94.4032929046317,96.4550503457557,30.8571020715587,29.6792500758445,47.8001267130943,72.2619154006886,89.8868770813836,43.6535932110601,30.4862944516955,54.3550540283287,107.587492399626,107.442256472101,29.326782310918,28.3180305935757,35.4235646282465,91.0192389274327,94.5138848238369,30.5444824152128,30.8393964462066,33.7504333963157,92.7817738469222,93.2638245843066,30.9706123912584,30.7301103265738,36.9455329479215,94.4131992863284,72.7027190647298,30.5899960225769,30.1184215997149,41.9138051027466,76.7711395005656,84.5079288814059,31.7554960092145,32.893241285122,34.4363653355572,100.236441454466,88.413393146612,35.2882871458166,30.6915285971795,38.0855325660286,107.07586807634,108.737178975338,31.9469584764065,31.3124342757109,49.9405676063372,87.2261897521625,86.6969777709292
74.613960798248,30.2941668866621,60.9020872955951,123.883706395031,124.310603629109,29.0738048163058,29.0978532602393,33.334198913115,104.742176315841,101.259407981724,39.9588524388444,28.5858008052595,31.8869760530234,94.1393872498081,96.4429552734661,30.8427505732683,29.6700216763562,50.1603720354387,71.5319443130941,89.5288868235294,43.1874121165499,30.4879993364635,57.5805523267326,107.671632425466,107.573502897535,29.3129550920526,28.3174903787858,36.8487508807552,90.6840595766103,95.3053505833401,30.5138574289083,30.8437789086331,33.7264238030241,92.7379954755658,93.4507327930838,30.9624479061524,30.733681656232,37.9088865947099,94.3573507608544,73.2545774543632,30.6087184767609,30.1068886562007,43.3417904625594,76.7767308011183,84.5377438269961,31.7548825968598,32.9016686863828,34.5527792682248,99.394391554359,88.9818464374739,35.3283443929944,30.6806276837583,39.5059507798356,107.021676550993,108.745529406999,31.9639883848655,31.311366864567,51.8821422770927,87.5033700068212,86.4802709673397
74.7918631191033,30.3084260710838,63.6974945239241,123.961735021817,124.343660838218,29.0781318579093,29.1015503428248,33.8971726072998,104.653107582978,100.994330406021,39.7946235272635,28.5839374109393,31.8918179117823,93.8786027617757,96.403135771189,30.8323085101058,29.6658336748366,52.537875512615,70.8578421329383,89.4390637397945,42.6588098161057,30.4883491617545,60.7692241577063,107.777430476784,107.724437819767,29.2999507827145,28.3242859217862,38.2791767004862,90.4031966975133,95.8736145287704,30.5062537546377,30.8431483038428,33.7840989982827,92.694417252908,93.7730635789809,30.9566691761869,30.7366719426044,39.1092937049432,94.2837673853855,73.785921696956,30.6261607221616,30.1043393771519,44.3971167729059,76.8093748482138,84.4722977931616,31.7553678224657,32.92541085658,34.6785821644755,98.4965374703029,89.337213480052,35.3747303173103,30.6732297326138,41.0917332303536,106.980851705783,108.74068896845,31.9514500149767,31.3129776869911,53.6243272832985,87.8750482214783,86.2679494440577
74.9620008546134,30.3045876500619,66.56684054406,123.969334780017,124.386817105783,29.0726938803327,29.1049264098039,34.4708026791209,104.574304919309,100.707533141825,39.6074875874639,28.5850528402529,31.8372007350836,93.6344392274223,96.3169042014831,30.8196720234099,29.6642945287102,54.8772275168187,70.2204321262132,89.464541085205,42.0500272208249,30.4884555359174,63.8519923251218,107.735564863914,107.900828612691,29.2991258423679,28.325076571543,39.686478552831,90.1468014306777,96.2080981937146,30.5168466849934,30.8400514137545,33.898803317647,92.6525207847995,94.1960721397502,30.9469484637719,30.7413043181403,40.5573792395627,94.2332178228379,74.3211906127959,30.6407098917373,30.0998141670425,45.2090754553577,76.7832526175899,84.3319561654164,31.7521008613271,32.9268330812469,34.8262545543821,97.5484880183639,89.5075307117036,35.3882879718667,30.6689634950655,42.9170678393727,106.962915398789,108.754446391894,31.9553844156573,31.3110536050793,55.1726105544307,88.3287456612632,86.039289543562
